"","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"g__Leucobacter3","HCC",2.0261847627841,0.0198966732875046,0.100231759558704,0.198506674681806,0.842648663022447,0.99996288993704
"g__Micrococcus3","HCC",2.03582294032015,-0.0352774925009297,0.0999972027317379,-0.352784793346355,0.724249784880297,0.998865882745812
"g__Rothia3","HCC",2.02621151773854,0.00616990979904255,0.100212679846354,0.0615681549331109,0.950906737494594,0.99996288993704
"g__Mycobacterium3","HCC",5.1279849024888,0.0130483030009585,0.0632059203451259,0.206441151868532,0.836446328520387,0.99996288993704
"g__Rhodococcus2","HCC",2.01177341022785,-2.35128890620181e-06,0.100558062119472,-2.33824007408602e-05,0.999981343543456,0.999981343543456
"k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Actinomycetales_f__Sporichthyaceae_g__1","HCC",1.04912721185138,0.115470349494272,0.140143237267158,0.823945213097569,0.409970688658309,0.810516763784243
"k__Bacteria_p__Actinobacteria_c__Actinobacteria_o__Bifidobacteriales_f__Bifidobacteriaceae_g__1","HCC",1.03476715575629,0.0241765308984606,0.140146589068184,0.172508878447968,0.863037482005053,0.99996288993704
"g__Bifidobacterium3","HCC",74.8253091905176,0.826317215273035,0.16060128117556,5.14514709487127,2.67311272694358e-07,2.41987046860155e-06
"k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__3","HCC",105.530559411514,0.353500199101701,0.194724908919959,1.81538253663791,0.0694651429005043,0.195868927522733
"g__Adlercreutzia3","HCC",24.4623672698713,-0.0311369256036873,0.0705888131055846,-0.441102835333321,0.659138550960001,0.994489743553685
"k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f___g__3","HCC",296.152161975671,0.291987582328432,0.221218652399553,1.3199048957276,0.186866772831851,0.479717685478781
"g__Odoribacter3","HCC",177.460696631926,0.271084564060246,0.188599058287016,1.43735905429444,0.150615996916926,0.392514416207745
"g__Bacteroides3","HCC",2017.01231295768,-0.0618175786704988,0.136878739571145,-0.451622939137076,0.651540641672052,0.994489743553685
"g__Parabacteroides3","HCC",751.06079581928,0.363526265455144,0.162565666251707,2.23618106969944,0.0253399127134865,0.0889482650350956
"g__Prevotella3","HCC",955.866545318245,-6.70720818367172,0.185867677363188,-36.0859310172889,3.77002610483061e-285,6.48444490030864e-283
"k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__3","HCC",709.738936039101,-0.0551848811451556,0.147048122117785,-0.375284501089737,0.707448891584998,0.998865882745812
"g__AF123","HCC",161.281555144305,0.562591913358469,0.201660036294948,2.78980368988738,0.00527400088488225,0.0232596962102499
"g__Alistipes3","HCC",2.49521119935249,-0.143981888724351,0.0914424152299587,-1.57456349290716,0.115357235093021,0.310022569312494
"k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__S24-7_g__3","HCC",5506.27072488117,-1.11486646671042,0.131688938085656,-8.4659082449679,2.54164203867454e-17,5.46453038315025e-16
"g__Chryseobacterium3","HCC",3.03448427317316,0.00175133981944893,0.0819450477793037,0.0213721251852299,0.982948809365327,0.999981343543456
"g__Cloacibacterium1","HCC",1.02750086723783,-0.0628882924732103,0.140626151053136,-0.447201974897597,0.654729235601719,0.994489743553685
"k__Bacteria_p__Bacteroidetes_c__Flavobacteriia_o__Flavobacteriales_f__Flavobacteriaceae_g__2","HCC",2.01659597455277,-0.00712698802988232,0.100433052819747,-0.0709625748673951,0.943427541297598,0.99996288993704
"k__Bacteria_p__Bacteroidetes_c__Sphingobacteriia_o__Sphingobacteriales_f__Sphingobacteriaceae_g__1","HCC",1.02753673858751,-0.0628897455137668,0.140626175109207,-0.447212231043958,0.654721831095809,0.994489743553685
"g__Chlamydia","HCC",1.02512399748503,0.0117440790044967,0.140780800501951,0.0834210273178124,0.933516769402294,0.99996288993704
"k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__MLE1-12_f___g__","HCC",1.02510767556588,0.0524639427275696,0.140937648717281,0.372249311699611,0.709707234433744,0.998865882745812
"k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2_f___g__3","HCC",24.1525046818306,-0.26022130411415,0.0918625988872874,-2.83272308062429,0.00461533495460236,0.0208904634787264
"k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__CAB-I_f___g__2","HCC",2.01177341022785,-2.35128890620181e-06,0.100558062119472,-2.33824007408602e-05,0.999981343543456,0.999981343543456
"k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta_f___g__3","HCC",5.12323091504364,-0.0465272420527569,0.0631327294522553,-0.736974980432988,0.461137564514599,0.852856570930227
"g__Mucispirillum3","HCC",492.554967574306,-0.107660255490465,0.212108639940647,-0.507571287622184,0.611754030784676,0.994489743553685
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f___g__3","HCC",2.02861186186964,0.00947511819428734,0.100165828796039,0.0945943173253312,0.924637063713752,0.99996288993704
"g__Anoxybacillus3","HCC",2.06467546644351,-0.0764995132745284,0.0993628673841643,-0.769900419426909,0.441358965101278,0.843486022193553
"g__Bacillus3","HCC",17.2563547797306,0.0067748302993419,0.0340952435867696,0.198703091300712,0.842495005736583,0.99996288993704
"g__Geobacillus3","HCC",9.35589184477575,0.0199024675760243,0.0948893207233041,0.209744019920425,0.833867466696669,0.99996288993704
"g__Oceanobacillus3","HCC",2.04298921077884,0.0427702131298035,0.0999314190137408,0.427995654939339,0.668654283819961,0.997835003935595
"g__Brevibacillus1","HCC",1.04441895523272,-0.109976833252542,0.139878415711835,-0.786231619030532,0.431731805190436,0.834358095424214
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Planococcaceae_g__3","HCC",7.40142922083093,0.111894700490496,0.0558001471837283,2.00527608147825,0.0449335403937768,0.138010159780886
"g__Lysinibacillus","HCC",1.02510290162121,0.0524638470959592,0.140877418535659,0.372407782888777,0.709589260089654,0.998865882745812
"g__Rummeliibacillus3","HCC",2.02378160643656,0.0165991465191786,0.100287298793733,0.165515939893037,0.868537904644452,0.99996288993704
"g__Sporosarcina3","HCC",6.34766162540587,0.124683184446846,0.0587882276577641,2.12088694309157,0.033931317708413,0.110116729166925
"g__Jeotgalicoccus2","HCC",1.12370272574408,-0.0163416526466705,0.135524999002923,-0.120580356147563,0.90402342882119,0.99996288993704
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__Staphylococcaceae_g__Staphylococcus3","HCC",23.5090619625858,0.105022053026226,0.0418624339377604,2.50874216206276,0.012116188757575,0.0484647550303002
"g__Gemella1","HCC",1.02752987585676,0.0317958918976303,0.140648363607269,0.226066561189533,0.821149651675924,0.99996288993704
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f___g__3","HCC",4.1101789198968,0.04195377493185,0.0705116420733473,0.594990751856397,0.551849652860356,0.960334952666492
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Aerococcaceae_g__3","HCC",3.13551785865371,0.0873668176163189,0.0811832190926509,1.07616843225459,0.281851935049529,0.646380437713587
"g__Aerococcus3","HCC",3.90699439335372,0.401833698583525,0.106659535780291,3.76744278553083,0.000164928323459644,0.000915086181776089
"g__Enterococcus3","HCC",11.8879409781692,0.321154549038798,0.0671486603729775,4.78273948065299,1.72922180267631e-06,1.35193704572876e-05
"g__Tetragenococcus3","HCC",2.94468441406036,-0.00233569232951423,0.111603757210481,-0.0209284381448664,0.983302741229954,0.999981343543456
"g__Lactobacillus3","HCC",1031.90787905577,0.594988296048264,0.16990958769265,3.50179353695179,0.000462137587176109,0.00248398953107159
"k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__Leuconostocaceae_g__3","HCC",2.48503729391955,0.530012558748025,0.113352041769264,4.6758095441007,2.9279625465258e-06,2.09837315834349e-05
"g__Leuconostoc3","HCC",2.42247525581042,0.474852091987188,0.115005964689188,4.12893447109904,3.644482439447e-05,0.000216155510201684
"g__Weissella3","HCC",2.01899008805238,0.00998168656881125,0.100396491656936,0.0994226631237237,0.920802689339451,0.99996288993704
"g__Lactococcus3","HCC",6.2494214078153,-0.0155510527538129,0.0572926756178824,-0.271431777030833,0.786058964535864,0.99996288993704
"g__Streptococcus3","HCC",16.9671398198203,0.190309789210475,0.0440000029192922,4.32522219508835,1.52378191670029e-05,9.70705517305373e-05
"g__Turicibacter3","HCC",26.3470769717143,-4.02242816655306,0.212370438008817,-18.9406218881842,5.27701234628847e-80,3.02548707853872e-78
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f___g__3","HCC",6068.95111483416,0.0924361374538546,0.100517262683474,0.919604603091242,0.357779420400776,0.741422413360645
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__[Mogibacteriaceae]_g__3","HCC",27.5918987456951,0.029885529986563,0.0741417560847315,0.403086351939235,0.686884700477282,0.998865882745812
"g__Anaerococcus2","HCC",1.06831188112753,-0.174662620123921,0.140254053432743,-1.24533028350356,0.213010368317202,0.530982367399402
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Christensenellaceae_g__3","HCC",10.31378192898,-0.183637050558969,0.0971121612524967,-1.89097892777304,0.0586271572073569,0.173859845511472
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__3","HCC",79.0172112213147,0.31278504003199,0.135943197965868,2.30085097829258,0.0214000558108447,0.0783150978609636
"g__02d063","HCC",2.08390988824451,0.0033175061657055,0.0988464040468801,0.0335622342329429,0.973226238006569,0.999981343543456
"g__Candidatus Arthromitus3","HCC",6.56862639399482,-3.61571933551826,0.190433553607747,-18.9867765791205,2.19388933914388e-80,1.88674483166374e-78
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Clostridiaceae_g__Clostridium3","HCC",11.709401603287,-0.104975469697154,0.0437492393405996,-2.39948102594178,0.0164183306905619,0.0613902799734053
"g__Sarcina2","HCC",1.6480574102384,0.13546284339679,0.129994416482513,1.04206662918489,0.2973807888819,0.65242866191089
"g__SMB533","HCC",4.53419900868856,0.34280012157093,0.129837848793307,2.64021719981394,0.00828529087469069,0.0347578056206536
"g__Thermoanaerobacterium3","HCC",2.05983643874208,-0.0359942789014254,0.0994546146014831,-0.361916629466167,0.717414332637023,0.998865882745812
"g__Dehalobacterium3","HCC",69.8773263170281,-0.122016888780119,0.118444621453574,-1.03015981040511,0.302934992347555,0.65242866191089
"g__Anaerofustis3","HCC",2.15608842459039,-0.032261833635459,0.0972349744582339,-0.331792483262457,0.74004596056404,0.99996288993704
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__3","HCC",1608.87359259017,-0.184986790519776,0.0914756734170979,-2.02225120198131,0.043150407091515,0.13494309126801
"g__[Ruminococcus]3","HCC",791.888741080002,0.680967127535196,0.126945909616228,5.36423055767484,8.12950112460389e-08,7.76818996351038e-07
"g__Anaerostipes3","HCC",2.23786882486022,-0.270614959088433,0.101766039279264,-2.65918729868043,0.0078329404326629,0.0336816438604505
"g__Blautia3","HCC",14.0707201053782,-0.34657856192099,0.0617713646298802,-5.61066707846927,2.01548175562547e-08,2.16664288729738e-07
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Lachnospiraceae_g__Clostridium2","HCC",1.06608231817484,-0.168340824535661,0.138173357467612,-1.21833056401717,0.223098379852941,0.548184590495799
"g__Coprococcus3","HCC",126.216125447166,0.711781831363245,0.102819331269669,6.92264599053285,4.43284569950753e-12,8.47166067016994e-11
"g__Dorea3","HCC",90.2754965482566,0.0536120356873035,0.119744880265807,0.447718813266142,0.654356142336731,0.994489743553685
"g__Roseburia3","HCC",58.6591504153746,0.753181999260962,0.112791378569295,6.67765576425002,2.42794502390855e-11,3.79642312829336e-10
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptococcaceae_g__3","HCC",19.15891528371,0.252622263356109,0.210432153828265,1.20049269448753,0.229948048208216,0.557057243546663
"g__rc4-42","HCC",1.12616262030307,-0.319054166547662,0.144183405464241,-2.21283555843597,0.026908984799146,0.0925669077090623
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Peptostreptococcaceae_g__3","HCC",171.052685461424,1.51881680293174,0.175764314862638,8.6412125471471,5.56195346271152e-18,1.36665142226626e-16
"g__[Clostridium]1","HCC",1.03956453496172,0.0905996324082646,0.140329851305898,0.645619100748357,0.518526064179272,0.938826294403101
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__3","HCC",478.845620393186,-0.27976649202978,0.0859746987327958,-3.25405609037698,0.0011376981400288,0.00575541412014571
"g__Anaerotruncus3","HCC",6.12905015626938,0.59042771377245,0.196472915441585,3.00513540222797,0.00265462645373249,0.0123404256768105
"g__Faecalibacterium3","HCC",3.03687270389636,-0.0189225957204655,0.081914570725967,-0.231004027156148,0.817311673421688,0.99996288993704
"g__Oscillospira3","HCC",1701.53246493158,0.582441928679459,0.115126153812813,5.05916257418334,4.21101730173134e-07,3.62147487948896e-06
"k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Ruminococcaceae_g__Ruminococcus3","HCC",360.365291338055,-0.0978674849993233,0.100348672138011,-0.975274340100134,0.329424195197059,0.690987336267003
"g__Veillonella3","HCC",5.05109494370422,0.00371156573802881,0.0635856107356551,0.0583711581140414,0.953452988079503,0.99996288993704
"k__Bacteria_p__Firmicutes_c__Clostridia_o__SHA-98_f___g__","HCC",1.02512693545338,-0.0560359612341718,0.140742926404126,-0.398144067811063,0.69052399233526,0.998865882745812
"g__Caldicellulosiruptor3","HCC",3.09946953188049,0.0153889374931822,0.0811802415436529,0.189565061652436,0.849649967485903,0.99996288993704
"k__Bacteria_p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae_g__3","HCC",81.4952502541157,0.798358948028817,0.169864011496469,4.69998877923245,2.60175786025939e-06,1.94566239984615e-05
"g__[Eubacterium]3","HCC",2.17537429717517,-0.0200518958179668,0.0982083360551448,-0.20417712613222,0.838215085537032,0.99996288993704
"g__Allobaculum3","HCC",2526.08042793865,1.24117124202658,0.198073352003904,6.26622021321733,3.69917111438167e-10,4.89428793595113e-09
"k__Bacteria_p__Firmicutes_c__Erysipelotrichi_o__Erysipelotrichales_f__Erysipelotrichaceae_g__Clostridium3","HCC",2.65152323171219,0.384209860246715,0.101771646181779,3.77521514745334,0.000159869619984993,0.000915086181776089
"g__Coprobacillus3","HCC",4.29768353164113,-0.85345289092745,0.0897081858601252,-9.51365678331931,1.84075493039096e-21,5.27683080045407e-20
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o___f___g__2","HCC",1.15982546979343,-0.288518107892024,0.133113414387815,-2.16746080189522,0.0301997354442952,0.0998914326234378
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Caulobacterales_f__Caulobacteraceae_g__3","HCC",6.90455354489752,0.208105701519053,0.113177778175953,1.83875054690966,0.0659518850298139,0.1890620704188
"g__Mycoplana2","HCC",1.06120571116253,0.145974734401005,0.139949917022955,1.0430498102908,0.296925223989249,0.65242866191089
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__RF32_f___g__3","HCC",2.05269575558914,-0.045933922153946,0.0995561868460295,-0.461386917369444,0.644521035951738,0.994489743553685
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f___g__3","HCC",2.1007726989889,-0.0338707700405698,0.0984906503964201,-0.343898328463074,0.730922748981677,0.998865882745812
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Bradyrhizobiaceae_g__3","HCC",3.06334850187552,0.0144398254879605,0.081601855000684,0.17695462300262,0.859544032603132,0.99996288993704
"g__Ochrobactrum3","HCC",2.02139571881897,0.0132944050971939,0.100341795504322,0.132491201999882,0.894595781466466,0.99996288993704
"g__Devosia3","HCC",2.02380120660206,-0.017747809232237,0.100257118980413,-0.177022932762555,0.859490376308614,0.99996288993704
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__Methylobacteriaceae_g__3","HCC",3.07057179736225,0.0209730279652571,0.0815526083089314,0.257171761886618,0.797046181806186,0.99996288993704
"g__Methylobacterium","HCC",1.02512334789234,-0.0289335816747553,0.140720948251564,-0.205609626954982,0.837095856977864,0.99996288993704
"g__Agrobacterium3","HCC",2.05267333061534,-0.0594670533940792,0.0996739309725761,-0.59661591364788,0.550763844062041,0.960334952666492
"g__Acetobacter2","HCC",1.05880476530117,0.0477114332943425,0.139169891996096,0.342828701021634,0.731727332709141,0.998865882745812
"g__Sarcandra2","HCC",1.19590855468979,-0.464401716075707,0.133150669868166,-3.48779106057458,0.00048702850836132,0.00253845161933779
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Sphingomonadales_f___g__3","HCC",2.03102043080047,0.026469774650844,0.100125164778556,0.264366852323154,0.79149725117106,0.99996288993704
"k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Sphingomonadales_f__Sphingomonadaceae_g__3","HCC",5.27860312300542,0.143151186526761,0.0908189722984161,1.57622557163926,0.114973827284101,0.310022569312494
"g__Novosphingobium3","HCC",3.21468283152942,0.0806333030672636,0.0808313341505675,0.997550070336152,0.318497582718906,0.676315854662368
"g__Sphingobium3","HCC",12.581289212639,0.130924469216022,0.110304687803784,1.18693476970732,0.235253351258899,0.561994116896258
"g__Sphingomonas3","HCC",5.09435924671638,0.0165049785568201,0.0633405607480677,0.260575188503105,0.794420125515739,0.99996288993704
"k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f___g__3","HCC",2.02859133826382,0.00947459448718482,0.100165812497074,0.0945891043160215,0.924641204526743,0.99996288993704
"g__Achromobacter3","HCC",3.94158322123095,0.0231741599533323,0.0868917888738944,0.266701379424525,0.789699091750945,0.99996288993704
"g__Sutterella3","HCC",177.725139678888,-1.17713772216752,0.210461641040846,-5.59312241578058,2.23021926974571e-08,2.25645714350742e-07
"g__Burkholderia3","HCC",3.09223942003729,0.0358950428688762,0.0813038600308279,0.441492480864573,0.658856503808084,0.994489743553685
"k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Comamonadaceae_g__3","HCC",15.5240318908778,0.0716235822280955,0.069601511911577,1.02905210333775,0.303455191586461,0.65242866191089
"g__Acidovorax2","HCC",1.20296156084259,0.123010291829281,0.135866089376071,0.905378909440714,0.365264685054432,0.747922926540028
"g__Comamonas3","HCC",2.018990578918,-0.0106758086335282,0.100370295980388,-0.106364223889649,0.91529337721544,0.99996288993704
"g__Delftia3","HCC",2.05268524775757,0.042116034855633,0.099779479748015,0.422091145012919,0.672958491026332,0.997835003935595
"g__Pelomonas2","HCC",1.16938194147094,0.0459232195469884,0.132840415874649,0.345702166352163,0.729566556024403,0.998865882745812
"k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__Oxalobacteraceae_g__3","HCC",3.02728936786789,-0.000309899538278161,0.0820368701552642,-0.00377756413295193,0.996985947069295,0.999981343543456
"g__Oxalobacter3","HCC",2.18501884439139,-0.236608166536446,0.0968178202583832,-2.44384934410831,0.0145314932891876,0.0568049283122789
"g__Ralstonia3","HCC",3.12342230922714,-0.00328257960657448,0.0809345900755642,-0.0405584262984432,0.967647927873068,0.999981343543456
"k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Ellin6067_f___g__1","HCC",1.04190122973716,-0.103337799794182,0.139952143636059,-0.738379542530683,0.460283842528327,0.852856570930227
"k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Rhodocyclales_f__Rhodocyclaceae_g__3","HCC",4.14135172995365,0.00563558047997483,0.0702620734671093,0.0802080012997756,0.936071826550353,0.99996288993704
"g__Dechloromonas3","HCC",2.86080466760085,-0.0602023609538725,0.110892470735189,-0.542889526716704,0.587205867403799,0.994489743553685
"g__Petrobacter1","HCC",1.03950873508445,0.0905970387820995,0.140329764776909,0.645601016478062,0.518537778885434,0.938826294403101
"k__Bacteria_p__Proteobacteria_c__Deltaproteobacteria_o__Desulfovibrionales_f__Desulfovibrionaceae_g__3","HCC",1853.45684185205,0.578368699755337,0.254518441305025,2.27240390436855,0.0230621261166451,0.0826392852513115
"g__Bilophila3","HCC",444.428257045648,1.17025517813986,0.236295632767541,4.9525044726117,7.32643719173758e-07,6.00070093799459e-06
"g__Desulfovibrio3","HCC",366.313983564255,0.309786248908965,0.166678440945893,1.85858619237702,0.0630858157436835,0.183911191659552
"k__Bacteria_p__Proteobacteria_c__Epsilonproteobacteria_o__Campylobacterales_f__Helicobacteraceae_g__3","HCC",550.594561821972,0.203239662588522,0.269077459830865,0.755320281068035,0.45005683263154,0.850656870468405
"g__Flexispira3","HCC",56.4434200584981,-1.50586214813305,0.233214935519817,-6.45697131179275,1.06819137038634e-10,1.53107429755375e-09
"g__Helicobacter3","HCC",834.610672584826,-1.21181069453025,0.207588226434266,-5.83756947754442,5.29678096192392e-09,6.50747375322082e-08
"k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Enterobacteriales_f__Enterobacteriaceae_g__3","HCC",369.545869526531,2.34236949598066,0.186900071977474,12.5327372600636,4.94268081404672e-36,1.70028220003207e-34
"g__Aquamonas3","HCC",2.21569702952674,0.521359824250603,0.171914341173702,3.03267208943216,0.00242398841804141,0.0115812779973089
"g__Enterobacter3","HCC",5.70163599252371,0.316729025018289,0.0759686209362415,4.16920856420589,3.05659187582584e-05,0.000187762072372159
"g__Erwinia3","HCC",13.4787631963867,0.0337451834167008,0.039202873928221,0.86078340783094,0.389357345001709,0.778714690003417
"g__Klebsiella3","HCC",13.7774192424556,-0.591604657878243,0.133958105765189,-4.41634087387923,1.00385738044066e-05,6.64090267060747e-05
"g__Morganella1","HCC",1.03475158221869,-0.0698363696503939,0.140169769456299,-0.4982270422594,0.618324024191024,0.994489743553685
"g__Pantoea3","HCC",2.04549911339777,0.0460107550291229,0.0998167988865313,0.460952019523552,0.644833029081733,0.994489743553685
"g__Plesiomonas3","HCC",3.05377982206648,0.0102370771813558,0.0817027602568602,0.125296589113661,0.900288752398201,0.99996288993704
"g__Proteus3","HCC",3.99420189328159,0.19984347995693,0.0963203840093396,2.07477868794161,0.0380070506570834,0.121059494685525
"g__Raoultella3","HCC",2.21330079432036,0.349848989576658,0.175190556348058,1.9969626038609,0.0458292455335945,0.13829175845225
"g__Salmonella3","HCC",2.82836019623762,0.186845115288022,0.124858946048891,1.49644956329249,0.134536541973541,0.356004387991523
"g__Serratia3","HCC",14.7925447772137,0.118839216462452,0.0548103267422594,2.1681902576732,0.0301442137566899,0.0998914326234378
"g__Sodalis3","HCC",2.02140942765644,-0.0073403899881102,0.10031485155567,-0.0731735119404193,0.941668044277976,0.99996288993704
"g__Trabulsiella3","HCC",3.03694231041352,-0.0143473973525127,0.081903732307075,-0.175173913915439,0.860942981063376,0.99996288993704
"k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Legionellales_f__Legionellaceae_g__1","HCC",1.05164375212999,0.121629365439432,0.140140730416655,0.867908744858211,0.385444291290004,0.778714690003417
"g__Legionella2","HCC",2.0165899414927,0.00666145093281157,0.100448860169738,0.0663168394499953,0.94712557679449,0.99996288993704
"k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Oceanospirillales_f__Endozoicimonaceae_g__3","HCC",3.03452575436926,-0.00741121868704319,0.0819375407998681,-0.0904496109438413,0.927929934389231,0.99996288993704
"k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pasteurellales_f__Pasteurellaceae_g__1","HCC",1.04683360448352,0.0693319958868648,0.139508482440007,0.496973335773185,0.619207854650034,0.994489743553685
"g__Aggregatibacter3","HCC",3.18376574612539,0.088958332805171,0.0802450132187473,1.10858393857661,0.267609710083068,0.622011758571456
"k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Moraxellaceae_g__2","HCC",2.01658467176104,-0.00712675242428908,0.100433044868812,-0.0709602345881104,0.943429403874875,0.99996288993704
"g__Acinetobacter3","HCC",9.29102223005965,0.0222119023401894,0.0471367156327027,0.471222953106626,0.637481529199722,0.994489743553685
"k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Pseudomonadales_f__Pseudomonadaceae_g__3","HCC",8.46560303445863,0.319516783431479,0.131692392836767,2.42623568870466,0.0152563587699043,0.058313193520523
"g__Pseudomonas3","HCC",23.7489840112998,0.0507467674240782,0.0481185305635136,1.05462005655172,0.2915991271368,0.65242866191089
"k__Bacteria_p__Proteobacteria_c__Gammaproteobacteria_o__Xanthomonadales_f__Xanthomonadaceae_g__3","HCC",3.236580586344,-0.00011023867439158,0.0800096137832208,-0.00137781785436763,0.998900660754229,0.999981343543456
"g__Ignatzschineria2","HCC",1.06838533659356,-0.17467606383889,0.138742385830966,-1.25899567599842,0.208031893692533,0.526198319339936
"g__Stenotrophomonas3","HCC",4.41077893097503,0.0561530008331968,0.0696184231884119,0.806582485805906,0.41990706759173,0.820727450292927
"g__Brachyspira3","HCC",2.14887415672436,0.0294146420196109,0.0975338501010119,0.301583932031262,0.762969258379541,0.99996288993704
"g__Anaeroplasma3","HCC",18.1557648083658,-3.19673121931764,0.17709601452593,-18.0508365920882,7.7704781910221e-73,3.3413056221395e-71
"g__Mycoplasma3","HCC",3.07815259135618,0.95067559817786,0.141861198005327,6.70144910338456,2.06362735044628e-11,3.54943904276761e-10
"k__Bacteria_p__Tenericutes_c__Mollicutes_o__RF39_f___g__3","HCC",59.260252473447,-0.553334572538719,0.123438022605865,-4.48269148239278,7.37074538855115e-06,5.07107282732319e-05
"k__Bacteria_p__TM7_c__TM7-3_o__CW040_f__F16_g__3","HCC",6.56047760770537,-0.333049017643787,0.103987264188858,-3.20278661278092,0.00136104789734228,0.00668857823836777
"g__Akkermansia3","HCC",100.610467373305,0.616713263601765,0.236959186400278,2.60261386346928,0.00925160881501066,0.0378875408614722
"g__Deinococcus4","T1d",2.18970590094069,-0.127554413502769,0.145362845243812,-0.87748979657647,0.380220658505245,0.633701097508741
"g__Thermus4","T1d",4.36887552712745,-0.0542050245145845,0.151127277174368,-0.358671349924763,0.719840963642057,0.984153480464702
"g__Brevibacterium4","T1d",2.09822032620335,0.389308033199407,0.13090520847564,2.97396900958186,0.00293974763785704,0.00993157985762515
"g__Corynebacterium4","T1d",6.8767922092974,1.72638503450195,0.118238785266157,14.6008353402467,2.77425170208526e-48,1.73390731380329e-46
"g__Micrococcus4","T1d",2.03582294032015,-0.0205175719174265,0.145553815412679,-0.140962102980635,0.887899880783141,0.986240404143641
"g__Mycobacterium4","T1d",5.1279849024888,0.0403778689405865,0.090646295533763,0.445444225854183,0.655998757570636,0.954358036170254
"g__Bifidobacterium4","T1d",74.8253091905176,0.823605460654732,0.234036071154962,3.51913897968916,0.000432949840111895,0.00193281178621381
"k__Bacteria_p__Actinobacteria_c__Coriobacteriia_o__Coriobacteriales_f__Coriobacteriaceae_g__4","T1d",105.530559411514,0.0979813658824082,0.282148770002244,0.347268449483685,0.728389651268992,0.984153480464702
"g__Adlercreutzia4","T1d",24.4623672698713,0.0199219636358996,0.10202182168482,0.195271592948471,0.8451803345202,0.986240404143641
"k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f___g__4","T1d",296.152161975671,1.02723987832616,0.31699533760338,3.24055200966845,0.00119298507196744,0.00481042367728806
