"","Variable","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"129","f__Rhizobiaceae","obese",3.0674617940953,-0.0316678389827917,0.083458339096283,-0.379444874241477,0.704357532754245,0.89210582113539
"130","f__Sphingomonadaceae","obese",27.2121688340789,-0.108290151638191,0.0715558811743963,-1.51336479770637,0.130187021623437,0.24921515567915
"131","f__Alcaligenaceae","obese",170.67916414941,-1.8414944074253,0.186843649636306,-9.85580409615101,6.46967398565876e-23,7.22446928398562e-22
"132","f__Burkholderiaceae","obese",3.09636921431003,0.00456117375340149,0.0829213638190684,0.0550060146544841,0.956133672048195,0.963895984410389
"133","f__Comamonadaceae","obese",24.0169216062543,-0.11114396466034,0.0542762198808346,-2.04774696735256,0.0405847991645436,0.0971136265723009
"134","f__Oxalobacteraceae","obese",8.34680030173299,-0.0267833007286031,0.0507911723659781,-0.527321963265877,0.597970024693729,0.834666492801663
"135","f__Rhodocyclaceae","obese",9.06230637305572,-0.0478619230442799,0.0543076769864363,-0.881310446334019,0.378149813530297,0.589210174570463
"136","f__Desulfovibrionaceae","obese",2667.45578738381,0.472394028758979,0.18878982698152,2.50222184273319,0.012341656386109,0.0318034991488194
"137","f__Helicobacteraceae","obese",1463.17781530282,0.547167628480136,0.187015914066356,2.92578110911991,0.00343592597924288,0.0104639563913306
"138","f__Enterobacteriaceae","obese",1778.31180772231,4.4383357223316,0.193615841110055,22.9234121386212,2.71451853284178e-116,9.09363708501995e-115
"139","f__Legionellaceae","obese",3.07235227449713,0.0566253599874002,0.0832754188684907,0.679976885818173,0.496519096594227,0.707803818549217
"140","f__Endozoicimonaceae","obese",4.04830141246968,0.0175269722601425,0.072374843735432,0.242169396927651,0.808648907075203,0.90299127956731
"141","f__Pasteurellaceae","obese",4.23637492592514,0.0948059534194838,0.070784528655262,1.33935981803611,0.180453563840559,0.326767264251823
"142","f__Moraxellaceae","obese",13.3514099744952,0.0354238827284492,0.0401682906602428,0.881886735686031,0.377838060754562,0.589210174570463
"143","f__Pseudomonadaceae","obese",32.2712262623688,-0.0519284269470381,0.0521002931547522,-0.996701242981424,0.318909546186245,0.521144868158009
"144","f__Xanthomonadaceae","obese",10.7512593123121,0.0378637352063585,0.0457701696878325,0.827257916337246,0.408090891127343,0.621411129671182
"145","f__Anaeroplasmataceae","obese",15.2971880699855,-2.67742124373245,0.182469708108674,-14.6732368428948,9.56701653426714e-49,1.60247526948975e-47
"146","f__Mycoplasmataceae","obese",4.09746506631299,0.827831932220506,0.118641449235792,6.97759457215703,3.00276686474097e-12,2.23539311041828e-11
"147","k__Bacteria_p__Tenericutes_c__Mollicutes_o__RF39_f__","obese",59.3228278487525,-0.197579006227587,0.126423790233181,-1.56283090281635,0.118092373454918,0.23271144180822
"148","f__F16","obese",6.56739185005594,-0.132212242218324,0.105832692721384,-1.24925709455761,0.211571055353889,0.373033176545015
"149","f__Verrucomicrobiaceae","obese",91.1205459989493,-0.010640203464876,0.235064042060388,-0.0452651259274377,0.963895984410389,0.963895984410389
"150","f__Methanobacteriaceae","NASH",1.01445097405393,-0.029038434884889,0.14903512857979,-0.19484288812716,0.845515945803847,0.997314001550856
"151","f__Deinococcaceae","NASH",2.19251864456246,-0.0296922552140032,0.103044009407762,-0.288151202429498,0.773231000043711,0.997314001550856
"152","f__Thermaceae","NASH",5.59293393541444,0.192291809944719,0.0985095142554874,1.95201256851196,0.0509367124311528,0.226915750438711
"153","k__Bacteria_p__Acidobacteria_c__DA052_o__Ellin6513_f__","NASH",1.01445097405393,-0.029038434884889,0.149035128579791,-0.194842888127159,0.845515945803848,0.997314001550856
"154","f__Actinomycetaceae","NASH",2.03130565418962,0.0188825443311459,0.106137158088511,0.177907008923294,0.858796006335112,0.997314001550856
"155","f__Brevibacteriaceae","NASH",2.101005636894,0.0926132942505011,0.105974030038091,0.873924434290292,0.382159407117308,0.997314001550856
"156","f__Cellulomonadaceae","NASH",1.03128271199234,0.0524031579882829,0.149356439598606,0.350859716053194,0.725693594488971,0.997314001550856
"157","f__Corynebacteriaceae","NASH",6.41408101195528,0.437965512633475,0.101498016913174,4.31501546486499,1.59591730589405e-05,0.000163944232332753
"158","f__Dermabacteraceae","NASH",1.01445797879732,0.0162719921186268,0.149731685604585,0.108674340056508,0.913460794958638,0.997314001550856
"159","f__Dietziaceae","NASH",1.0120439223219,-0.0192576148800624,0.149344191337185,-0.128947866720729,0.897398900639891,0.997314001550856
"160","f__Geodermatophilaceae","NASH",1.00964144753247,0.00577978698141473,0.149897871592332,0.038558165769916,0.96924265635001,0.997314001550856
"161","f__Glycomycetaceae","NASH",1.00964521660467,0.00577997755474758,0.149897877839733,0.038559435517342,0.969241643991001,0.997314001550856
"162","f__Microbacteriaceae","NASH",3.06499451547541,0.0318671226528107,0.0867382193192861,0.367394245615151,0.713324963281506,0.997314001550856
"163","f__Micrococcaceae","NASH",8.10843523627873,-0.0121850032795026,0.0531783315177415,-0.229134742135289,0.818764191367173,0.997314001550856
"164","f__Mycobacteriaceae","NASH",5.13477016092322,-0.00181983324830844,0.06695592400764,-0.0271795703708127,0.978316510168695,0.997314001550856
"165","f__Nocardiaceae","NASH",2.01446636380009,0.000504960994513433,0.106340701874996,0.00474852042171975,0.996211243107288,0.997314001550856
"166","f__Propionibacteriaceae","NASH",1.00963813490928,0.00577961900720054,0.149897866086983,0.0385570465949576,0.969243548658891,0.997314001550856
"167","f__Sporichthyaceae","NASH",1.05045061144793,0.0926101897058049,0.149485667873911,0.619525543973353,0.535570199502187,0.997314001550856
"168","f__Bifidobacteriaceae","NASH",75.9218673455144,1.0063044637121,0.164044290596505,6.13434615769271,8.5510146130017e-10,1.61044108544865e-08
"169","f__Coriobacteriaceae","NASH",130.123429075146,0.148875488264851,0.160573599340047,0.927147979971337,0.353849707563199,0.997314001550856
"170","k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__","NASH",296.437311964641,0.386513526222813,0.232104591520131,1.66525583872084,0.09586172497063,0.328253785505491
"171","f__[Barnesiellaceae]","NASH",1.01206237127567,0.0110360646971799,0.14980596304924,0.0736690614481907,0.941273717260726,0.997314001550856
"172","f__[Odoribacteraceae]","NASH",177.619649274109,0.380765980912304,0.197791843600157,1.92508434110172,0.0542188076269486,0.226915750438711
"173","f__[Paraprevotellaceae]","NASH",1.01204099041054,-0.0192573337478783,0.149344192920562,-0.128945982908901,0.897400391260107,0.997314001550856
"174","f__Bacteroidaceae","NASH",2019.23538156489,-0.2583461219702,0.143318936787905,-1.80259585900028,0.0714517078447057,0.269134766215058
"175","f__Porphyromonadaceae","NASH",751.869130280945,-0.0388728683464791,0.171507801973274,-0.226653644319555,0.820693075473381,0.997314001550856
"176","f__Prevotellaceae","NASH",956.847718195031,-1.8929903110987,0.281847087480888,-6.71637350599574,1.8630288784442e-11,5.26305658160487e-10
"177","f__Rikenellaceae","NASH",874.300631983125,-0.0129480708485539,0.145289561393835,-0.0891190717649405,0.928987280625131,0.997314001550856
"178","f__S24-7","NASH",5511.7016348627,-1.02514590476468,0.139748559433577,-7.33564559749139,2.20655211235061e-13,8.31134628985396e-12
"179","f__Cytophagaceae","NASH",1.01207328955404,0.011036620736604,0.149811717395243,0.0736699433695596,0.941273015496175,0.997314001550856
"180","f__[Weeksellaceae]","NASH",5.07704022659936,-0.0209116945663185,0.0670733128397717,-0.311773694796818,0.755212516799626,0.997314001550856
"181","f__Flavobacteriaceae","NASH",2.01932206332487,0.0057810070128263,0.106277963429698,0.0543951617651232,0.956620333501984,0.997314001550856
"182","f__Sphingobacteriaceae","NASH",3.05299739020836,0.0232243209573198,0.0867766041677371,0.267633438529442,0.788981489367967,0.997314001550856
"183","f__Chlamydiaceae","NASH",1.02648111379752,0.0121054701217189,0.148823900828755,0.0813409005832207,0.935170847774024,0.997314001550856
"184","f__Caldilineaceae","NASH",1.01445150542142,0.0162716608434534,0.149731674394022,0.108672135734182,0.913462543398421,0.997314001550856
"185","k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__MLE1-12_f__","NASH",1.02646738544257,0.042171622888088,0.149427706396205,0.282220907388291,0.7777741278729,0.997314001550856
"186","k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2_f__","NASH",23.4854542052794,-0.177421094539824,0.0919542446180728,-1.92944975271923,0.0536750522717679,0.226915750438711
