"","Variable","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"187","k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__CAB-I_f__","NASH",2.01446636380009,0.000504960994513433,0.106340701874996,0.00474852042171975,0.996211243107288,0.997314001550856
"188","k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Stramenopiles_f__","NASH",1.01204504333597,-0.0192577222829782,0.14934419073243,-0.128948586406558,0.897398331167905,0.997314001550856
"189","k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta_f__","NASH",5.13005622148551,-0.0396183608052031,0.0666078961443192,-0.594799762469033,0.551977326373373,0.997314001550856
"190","f__Synechococcaceae","NASH",1.00965388559762,0.00578041368739152,0.149897892142615,0.0385623413696302,0.969239327179447,0.997314001550856
"191","f__Deferribacteraceae","NASH",493.230404318667,-0.0944078780828878,0.222735137932156,-0.423857137941316,0.671670004780692,0.997314001550856
"192","k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__","NASH",2.0313218883126,0.00374062573605646,0.105964538001587,0.0353007317976551,0.971839939805756,0.997314001550856
"193","f__Bacillaceae","NASH",31.7704844567623,0.0234341857830292,0.0399826528005997,0.586108828243575,0.557802384039982,0.997314001550856
"194","f__Paenibacillaceae","NASH",4.08912570313408,0.0331602400169947,0.0752189805479939,0.440849367744842,0.659322050955486,0.997314001550856
"195","f__Planococcaceae","NASH",19.8539072762356,0.0661355722331508,0.0383587188155979,1.72413402415979,0.0846836510854987,0.299039142895667
"196","f__Staphylococcaceae","NASH",26.6887740512507,0.026123750706444,0.0408996382065354,0.638728161225388,0.52299978935707,0.997314001550856
"197","k__Bacteria_p__Firmicutes_c__Bacilli_o__Gemellales_f__","NASH",1.00964573375971,0.00578000365812743,0.149897878695573,0.0385596094382763,0.969241505325298,0.997314001550856
"198","f__Gemellaceae","NASH",1.0288983145377,0.0172666428227145,0.148717692582556,0.116103487909681,0.907570524558982,0.997314001550856
"199","k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__","NASH",4.11567428607975,0.0135282084920979,0.0747094877706473,0.18107751633405,0.856306732221338,0.997314001550856
"200","f__Aerococcaceae","NASH",7.37351208834527,0.301377878170285,0.0903765530980217,3.33469099937252,0.000853942329820351,0.00567620489821763
"201","f__Carnobacteriaceae","NASH",2.02409187458289,-0.004135130498584,0.106046323293911,-0.0389936243911386,0.968895471748327,0.997314001550856
"202","f__Enterococcaceae","NASH",15.8603890190594,0.231516082007002,0.0638338953307752,3.62685185993004,0.000286897780136697,0.00231567493967477
"203","f__Lactobacillaceae","NASH",1034.25057714985,0.659574093529454,0.178029705788827,3.70485414558747,0.000211512404898871,0.00183853090412095
"204","f__Leuconostocaceae","NASH",7.15456371667809,0.35389209391878,0.0884595634942188,4.00060863901853,6.31797732259853e-05,0.000594942864544695
"205","f__Streptococcaceae","NASH",23.6480315226406,0.0133734342732271,0.0457023129633101,0.29262051318854,0.769812232508938,0.997314001550856
"206","f__Turicibacteraceae","NASH",16.0972686509533,-1.23330660896372,0.234181436409798,-5.26645761453756,1.39081339451844e-07,1.9645239197573e-06
"207","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__","NASH",6075.02924799367,0.00719260924250316,0.105583218043095,0.0681226560036029,0.945687995365106,0.997314001550856
"208","f__[Mogibacteriaceae]","NASH",27.6212362082808,0.141848919587424,0.0776180266942061,1.82752545547531,0.0676208024303333,0.263487954297506
"209","f__[Tissierellaceae]","NASH",2.08651085651672,0.0776569795732495,0.107062577634072,0.725341956913014,0.468242271915767,0.997314001550856
"210","f__Christensenellaceae","NASH",10.3247229164864,-0.241934691463562,0.101089687057311,-2.39326778533207,0.0166990482412194,0.0820431500546865
"211","f__Clostridiaceae","NASH",104.55471311522,0.00483178280627452,0.111490213357963,0.04333817884769,0.965431957479269,0.997314001550856
"212","f__Dehalobacteriaceae","NASH",69.9450712004142,-0.00825432526088255,0.12433959830699,-0.0663853299614408,0.947071049432498,0.997314001550856
"213","f__Eubacteriaceae","NASH",3.17095580338988,-0.0643450103474861,0.0844876640096443,-0.761590595523402,0.446304389493383,0.997314001550856
"214","f__Lachnospiraceae","NASH",2700.7772394951,-0.104000422774887,0.0936609392350317,-1.11039269544276,0.266829844488592,0.861479212206026
"215","f__Peptococcaceae","NASH",20.7089323191261,-0.0849042364513206,0.198004725471823,-0.428799041280471,0.66806947663069,0.997314001550856
"216","f__Peptostreptococcaceae","NASH",172.256137140824,1.16588900360885,0.18756217592865,6.21601342507545,5.09944427825749e-10,1.15247440688619e-08
"217","f__Ruminococcaceae","NASH",2553.47962075832,0.251168973325594,0.100762521165931,2.49268250158193,0.012678215743244,0.0651199263175714
"218","f__Veillonellaceae","NASH",7.07472151793664,0.00152224242337646,0.0569628819358959,0.0267234095544805,0.978680341673661,0.997314001550856
"219","k__Bacteria_p__Firmicutes_c__Clostridia_o__SHA-98_f__","NASH",1.02648420241569,-0.0769716142429202,0.147589598035966,-0.521524655309129,0.602001334724767,0.997314001550856
"220","f__Caldicellulosiruptoraceae","NASH",3.10355088708779,-0.00545183542620764,0.0859172356420614,-0.0634545022947486,0.949404588098992,0.997314001550856
"221","f__Erysipelotrichaceae","NASH",2629.84421182948,1.12041119191961,0.196283658519585,5.70812262401264,1.14229114346676e-08,1.84398427445348e-07
"222","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o___f__","NASH",1.16127207034202,-0.165791706669574,0.138664799486679,-1.19562936868849,0.231841225422362,0.770531131550792
"223","f__Caulobacteraceae","NASH",9.99804666110668,-0.159810672481498,0.0900061222480019,-1.77555335670564,0.0758065637133454,0.276327151600259
"224","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Ellin329_f__","NASH",1.02644504662448,0.0421703841742915,0.149427657368294,0.282212710263898,0.777780412892073,0.997314001550856
"225","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Kiloniellales_f__","NASH",1.00723318190005,0.000504928598457703,0.149990396384825,0.003366406187515,0.997314001550856,0.997314001550856
"226","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__RF32_f__","NASH",2.05542010747325,-0.066976741219426,0.104664747337391,-0.639916905388632,0.522226622667151,0.997314001550856
"227","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__","NASH",2.10363679354031,-0.0586805676471061,0.103691843753187,-0.565913050854615,0.571452889248979,0.997314001550856
"228","f__Bradyrhizobiaceae","NASH",4.07703799259435,0.0153470905281059,0.0750794144027935,0.204411430885307,0.83803199821645,0.997314001550856
"229","f__Brucellaceae","NASH",3.04101350222875,0.0145296367739227,0.0868155390288483,0.1673621673776,0.867085091335759,0.997314001550856
"230","f__Hyphomicrobiaceae","NASH",2.02649690300239,0.0136557307373433,0.106204018514883,0.12858016983067,0.897689858220681,0.997314001550856
"231","f__Methylobacteriaceae","NASH",4.10111641773743,0.0095171648155917,0.074878077516826,0.127102152341626,0.898859547958107,0.997314001550856
"232","f__Rhizobiaceae","NASH",3.0674617940953,-0.0611714107735711,0.0859608476692509,-0.711619445738119,0.476700462131175,0.997314001550856
"233","f__Acetobacteraceae","NASH",2.07701734740783,0.0676150501213537,0.10591744861131,0.638374989275692,0.523229607803785,0.997314001550856
"234","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rickettsiales_f__","NASH",1.00723318190005,0.000504928598457703,0.149990396384825,0.003366406187515,0.997314001550856,0.997314001550856
"235","f__mitochondria","NASH",2.20701096966547,-0.0427458971000162,0.102177700048064,-0.418348593478897,0.675692265935553,0.997314001550856
"236","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Sphingomonadales_f__","NASH",2.03372086976979,0.0214892134655239,0.106089179630132,0.202558013366148,0.839480510091914,0.997314001550856
"237","f__Sphingomonadaceae","NASH",27.2121688340789,-0.237445026909126,0.0735094371416829,-3.23012984647769,0.00123734009354975,0.00776774614284012
"238","k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__","NASH",2.03128969534736,0.00373949067853409,0.105964474317167,0.0352900413334874,0.971848464250684,0.997314001550856
"239","f__Alcaligenaceae","NASH",182.850538655683,-0.606416722781028,0.210341151766325,-2.88301512894023,0.00393888522683072,0.0222547015315936
"240","f__Burkholderiaceae","NASH",3.09636921431003,0.0191406372323195,0.086247111854522,0.221927863098826,0.824370039715488,0.997314001550856
"241","f__Comamonadaceae","NASH",24.0169216062543,-0.191157572468376,0.0556053960800193,-3.43775219572737,0.000586564220304569,0.00414260980590102
"242","f__Oxalobacteraceae","NASH",8.34680030173299,-0.0368025133470736,0.0524384415790439,-0.701823170919349,0.482789446727803,0.997314001550856
"243","k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Ellin6067_f__","NASH",1.04325542825836,0.077663987005734,0.149344293845489,0.520033173052361,0.603040454172609,0.997314001550856
"244","f__Neisseriaceae","NASH",2.01687462943252,-0.00446124427932274,0.106224665204231,-0.0419981957179663,0.966500136458128,0.997314001550856
"245","f__Rhodocyclaceae","NASH",9.06230637305572,-0.163217927269315,0.0552781520081165,-2.9526661319168,0.00315042496457494,0.0187367379472089
"246","f__Desulfovibrionaceae","NASH",2667.45578738381,0.389042245143023,0.196915828889294,1.97567786874941,0.0481912730318801,0.226900577191769
"247","k__Bacteria_p__Proteobacteria_c__Deltaproteobacteria_o__GMD14H09_f__","NASH",1.02409354229259,-0.0527152377333159,0.1480701344251,-0.356015329748899,0.721829084872753,0.997314001550856
"248","f__Helicobacteraceae","NASH",1463.17781530282,0.111566651828853,0.195972220124702,0.569298300329812,0.569153720081673,0.997314001550856
"249","f__Succinivibrionaceae","NASH",1.01204099041054,-0.0192573337478783,0.149344192920562,-0.128945982908901,0.897400391260107,0.997314001550856
"250","f__Enterobacteriaceae","NASH",1339.01765790941,3.46295202986209,0.223003960502993,15.5286570787859,2.21979828644717e-54,1.25418603184265e-52
"251","f__Legionellaceae","NASH",3.07235227449713,0.0370321617360216,0.0869559345122985,0.425872735929069,0.67020058249472,0.997314001550856
"252","f__Endozoicimonaceae","NASH",4.04830141246968,0.0110372371062317,0.0752716745493041,0.14663201227179,0.883422484645187,0.997314001550856
"253","f__Pasteurellaceae","NASH",4.23637492592514,0.0729141564177165,0.0743087550746872,0.981232377590381,0.326478161037022,0.997314001550856
"254","f__Moraxellaceae","NASH",13.3514099744952,0.0144488826391506,0.0417924592453311,0.34572941865738,0.72954607319274,0.997314001550856
"255","f__Pseudomonadaceae","NASH",32.2712262623688,-0.101718446014369,0.0538383105971554,-1.88933205529937,0.0588473488664317,0.237491086496671
"256","f__Xanthomonadaceae","NASH",10.7512593123121,0.0360597137781103,0.0476591448154774,0.756616886805736,0.449279421353801,0.997314001550856
"257","f__Brachyspiraceae","NASH",2.15168365097877,0.049047619191461,0.10382176596725,0.472421353408041,0.636626065729109,0.997314001550856
"258","f__Anaeroplasmataceae","NASH",18.1746083359912,-3.38775380276786,0.172554009849758,-19.6330053744771,8.07915112180944e-86,9.12944076764467e-84
"259","f__Mycoplasmataceae","NASH",4.09746506631299,0.600685784631214,0.129531450158899,4.63737404232208,3.52863509715306e-06,3.98735765978296e-05
"260","k__Bacteria_p__Tenericutes_c__Mollicutes_o__RF39_f__","NASH",59.3228278487525,-0.64257959074575,0.128525095494795,-4.99964297456426,5.7436568520462e-07,7.21148026979133e-06
"261","f__F16","NASH",6.56739185005594,-0.290343047411957,0.108507373901439,-2.67579093450078,0.00745531349370184,0.0401166868946813
"262","f__Verrucomicrobiaceae","NASH",92.0056466285991,-0.867135577485483,0.242662670189039,-3.57341974688553,0.000352349266054715,0.00265436447094552
"263","f__Methanobacteriaceae","HCC",1.01445097405393,-0.020985004022897,0.142700244447175,-0.147056538719983,0.88308739391634,0.997778991856566
"264","f__Deinococcaceae","HCC",2.19251864456246,-0.15979484483631,0.0988232295749586,-1.61697655018554,0.105883342828697,0.333692959217711
"265","f__Thermaceae","HCC",5.59293393541444,0.0327365825526147,0.0932563004332086,0.351038829554053,0.7255592179787,0.997778991856566
"266","k__Bacteria_p__Acidobacteria_c__DA052_o__Ellin6513_f__","HCC",1.01445097405393,-0.0209850040228972,0.142700244447176,-0.147056538719983,0.883087393916339,0.997778991856566
"267","f__Actinomycetaceae","HCC",2.03130565418962,-0.0244989790837238,0.10117811630751,-0.242137133777666,0.808673905561051,0.997778991856566
"268","f__Brevibacteriaceae","HCC",2.101005636894,0.115745527708949,0.100544549921842,1.15118649194734,0.249655521184167,0.649104355078834
"269","f__Cellulomonadaceae","HCC",1.03128271199234,0.0655699227969467,0.142002601043234,0.46175156169839,0.644259490521239,0.997778991856566
"270","f__Corynebacteriaceae","HCC",6.41408101195528,0.544988633869334,0.094491637999891,5.76758584574396,8.04151257654887e-09,8.36317307961083e-08
"271","f__Dermabacteraceae","HCC",1.01445797879732,0.0201819384615363,0.142766069605307,0.14136369038758,0.887582637044595,0.997778991856566
"272","f__Dietziaceae","HCC",1.0120439223219,-0.0139304450008046,0.142861652334588,-0.0975100369704453,0.922321363865982,0.997778991856566
"273","f__Microbacteriaceae","HCC",3.06499451547541,-0.0147092634441471,0.082617921561327,-0.178039621018891,0.858691859717768,0.997778991856566
"274","f__Micrococcaceae","HCC",8.10843523627873,-0.00976210711850453,0.0509045280994829,-0.191772863495098,0.847920128202874,0.997778991856566
"275","f__Mycobacteriaceae","HCC",5.13477016092322,0.0133308723444313,0.0640492129757316,0.208134834529229,0.83512368867252,0.997778991856566
"276","f__Nocardiaceae","HCC",2.01446636380009,0.000282773577091478,0.101584670303393,0.00278362450010366,0.997778991856566,0.997778991856566
"277","f__Sporichthyaceae","HCC",1.05045061144793,0.115741173751648,0.141716453835398,0.816709497163117,0.414094462638084,0.936213567703495
"278","f__Bifidobacteriaceae","HCC",75.9218673455144,0.814467535366239,0.157050474229724,5.18602404329506,2.14831086531171e-07,1.86186941660348e-06
"279","f__Coriobacteriaceae","HCC",130.123429075146,0.280165550801061,0.152626912153978,1.83562352698595,0.0664133551190009,0.215843404136753
"280","k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__","HCC",296.437311964641,0.291695977258638,0.2212018583083,1.31868682971047,0.187273831594297,0.526391310427214
"281","f__[Barnesiellaceae]","HCC",1.01206237127567,0.0135802948926021,0.142899352705585,0.0950339846575898,0.924287833216191,0.997778991856566
"282","f__[Odoribacteraceae]","HCC",177.619649274109,0.271125296434031,0.188626184260147,1.4373682927292,0.150613373247306,0.439103018254422
"283","f__Bacteroidaceae","HCC",2019.23538156489,-0.0621728452022168,0.1369170371867,-0.454091371532074,0.649763063366938,0.997778991856566
"284","f__Porphyromonadaceae","HCC",751.869130280945,0.363108458565945,0.162669510623546,2.23218510447394,0.025602731483468,0.0986179286770619
"285","f__Prevotellaceae","HCC",956.847718195031,-6.70673970658981,0.185817824330848,-36.0930913422412,2.91092586509929e-285,3.02736289970326e-283
"286","f__Rikenellaceae","HCC",874.300631983125,0.0565131255889175,0.138408479262547,0.408306816822384,0.683048435253223,0.997778991856566
"287","f__S24-7","HCC",5511.7016348627,-1.11493347204838,0.131514130891674,-8.47767053235319,2.29747468423436e-17,3.98228945267288e-16
"288","f__Cytophagaceae","HCC",1.01207328955404,0.0135811394737711,0.142905825960427,0.0950355899243181,0.924286558169536,0.997778991856566
"289","f__[Weeksellaceae]","HCC",5.07704022659936,-0.012833304712999,0.0642465062713539,-0.199751013055804,0.841675315019208,0.997778991856566
"290","f__Flavobacteriaceae","HCC",2.01932206332487,-0.00684350379570913,0.101462645541924,-0.0674485053997675,0.946224655350581,0.997778991856566
"291","f__Sphingobacteriaceae","HCC",3.05299739020836,-0.0257793180437494,0.0827131302875068,-0.311671411227477,0.755290256977966,0.997778991856566
"292","f__Chlamydiaceae","HCC",1.02648111379752,0.0120283245165903,0.141953794581569,0.0847340823261944,0.932472799616696,0.997778991856566
"293","f__Caldilineaceae","HCC",1.01445150542142,-0.0209850482252288,0.142700244930011,-0.14705684797893,0.883087149817126,0.997778991856566
"294","k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__MLE1-12_f__","HCC",1.02646738544257,0.0527464455919842,0.142179944774355,0.370983725417075,0.710649653391964,0.997778991856566
"295","k__Bacteria_p__Cyanobacteria_c__4C0d-2_o__YS2_f__","HCC",24.1797549855028,-0.260027604541318,0.0916347649326029,-2.83765233350648,0.00454466547322012,0.0225069147245187
"296","k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__CAB-I_f__","HCC",2.01446636380009,0.000282773577091478,0.101584670303393,0.00278362450010366,0.997778991856566,0.997778991856566
"297","k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Stramenopiles_f__","HCC",1.01204504333597,-0.0139305377144116,0.142861653297009,-0.0975106852883048,0.922320849036567,0.997778991856566
"298","k__Bacteria_p__Cyanobacteria_c__Chloroplast_o__Streptophyta_f__","HCC",5.13005622148551,-0.0462406252113248,0.0639032088322577,-0.723604120298619,0.469308811111855,0.997778991856566
"299","f__Deferribacteraceae","HCC",493.230404318667,-0.108200723119787,0.212094930534393,-0.510152330596326,0.609944745599314,0.997778991856566
"300","k__Bacteria_p__Firmicutes_c__Bacilli_o__Bacillales_f__","HCC",2.0313218883126,0.00975993332594578,0.101208031183675,0.0964343759264835,0.923175591297319,0.997778991856566
"301","f__Bacillaceae","HCC",31.7704844567623,0.00802105356697108,0.0381818717560409,0.210074917704946,0.833609201443447,0.997778991856566
"302","f__Paenibacillaceae","HCC",4.08912570313408,-0.0300698949206792,0.071646184279603,-0.419699879666024,0.674704713022388,0.997778991856566
"303","f__Planococcaceae","HCC",19.8539072762356,0.0865911422697354,0.0365334308838359,2.37018917125704,0.0177789860542044,0.0711159442168176
"304","f__Staphylococcaceae","HCC",26.6887740512507,0.0926641083415332,0.0388794542459874,2.38336957497537,0.017154962170084,0.0711159442168176
"305","f__Gemellaceae","HCC",1.0288983145377,0.0320798924144252,0.141813159812107,0.226212380126986,0.821036242215386,0.997778991856566
"306","k__Bacteria_p__Firmicutes_c__Bacilli_o__Lactobacillales_f__","HCC",4.11567428607975,0.0422383197917038,0.0713503750691502,0.591984551598615,0.553860933222821,0.997778991856566
"307","f__Aerococcaceae","HCC",7.37351208834527,0.373900546508191,0.0847491380885656,4.41185072723044,1.02490766617892e-05,7.61359980590052e-05
"308","f__Carnobacteriaceae","HCC",2.02409187458289,0.00670038562379961,0.101361052510406,0.066104144124902,0.947294911535843,0.997778991856566
"309","f__Enterococcaceae","HCC",15.8603890190594,0.239637393222255,0.0602464340096926,3.97761954149356,6.96086302305797e-05,0.000482619836265353
"310","f__Lactobacillaceae","HCC",1034.25057714985,0.594575612210182,0.169666401170209,3.50438040831493,0.000457671078360369,0.0027998701264399
"311","f__Leuconostocaceae","HCC",7.15456371667809,0.433666584179037,0.0825973231223765,5.25037092953383,1.5179323399575e-07,1.43513603050527e-06
"312","f__Streptococcaceae","HCC",23.6480315226406,0.0817231595018427,0.0435064407275658,1.87841519865041,0.0603243879428584,0.209124544868576
"313","f__Turicibacteraceae","HCC",26.3663244925186,-4.02157531366963,0.212834939927795,-18.8952777914847,1.24729352016399e-79,6.48592630485276e-78
"314","k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__","HCC",6075.02924799367,0.0923880491605612,0.100495348054672,0.919326625052337,0.35792475552147,0.846003967596201
"315","f__[Mogibacteriaceae]","HCC",27.6212362082808,0.0300739603000455,0.0740377286863489,0.406197770159183,0.684597292353791,0.997778991856566
"316","f__[Tissierellaceae]","HCC",2.08651085651672,-0.103034231074982,0.101499450425614,-1.01512107349284,0.310048117391091,0.749883818806359
"317","f__Christensenellaceae","HCC",10.3247229164864,-0.183528616538838,0.09687761821966,-1.8944377443581,0.0581669304614165,0.208598647171976
"318","f__Clostridiaceae","HCC",108.743756898878,0.0779583839259963,0.111114333250723,0.701605109307435,0.482925464414354,0.997778991856566
"319","f__Dehalobacteriaceae","HCC",69.9450712004142,-0.122032807849236,0.118305844850584,-1.03150277996289,0.302305105244746,0.7485650225108
"320","f__Eubacteriaceae","HCC",3.17095580338988,-0.0174422383793106,0.0812643838727712,-0.214635705681574,0.83005135353835,0.997778991856566
"321","f__Lachnospiraceae","HCC",2700.7772394951,0.131882678054121,0.089199963419088,1.47850596568629,0.139272401500898,0.42600969870863
"322","f__Peptococcaceae","HCC",20.7089323191261,0.157055111801678,0.188578071978558,0.832838676065877,0.404935718922913,0.935851439288509
"323","f__Peptostreptococcaceae","HCC",172.256137140824,1.50860127364172,0.173556923626318,8.69225636247078,3.55311205193253e-18,7.39047306801965e-17
"324","f__Ruminococcaceae","HCC",2553.47962075832,0.318302135017278,0.0955550983344144,3.3310847936477,0.000865082468821245,0.00473518825038997
"325","f__Veillonellaceae","HCC",7.07472151793664,0.00192090250029699,0.0544494123184009,0.0352786635981346,0.971857536720754,0.997778991856566
"326","k__Bacteria_p__Firmicutes_c__Clostridia_o__SHA-98_f__","HCC",1.02648420241569,-0.0557491712470211,0.14196463770882,-0.392697591081566,0.694542850068928,0.997778991856566
"327","f__Caldicellulosiruptoraceae","HCC",3.10355088708779,0.0156736732285516,0.082189756126603,0.190701055304365,0.848759811852225,0.997778991856566
"328","f__Erysipelotrichaceae","HCC",2629.84421182948,1.22787784428389,0.184988670321673,6.63758403230187,3.18866184700347e-11,4.73744045840515e-10
"329","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o___f__","HCC",1.16127207034202,-0.288220407551085,0.134801360262773,-2.13811201154979,0.0325076532892286,0.120742712217135
"330","f__Caulobacteraceae","HCC",9.99804666110668,0.158905203802854,0.0861252922625037,1.84504690351032,0.0650307159794603,0.215843404136753
"331","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Ellin329_f__","HCC",1.02644504662448,-0.0557456184463512,0.142009605381953,-0.392548224441693,0.694653186727731,0.997778991856566
"332","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__RF32_f__","HCC",2.05542010747325,-0.045648566112758,0.100633301730118,-0.453612922640459,0.650107450754252,0.997778991856566
"333","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Rhizobiales_f__","HCC",2.10363679354031,-0.0335867799700122,0.0996482233969655,-0.337053474964762,0.736076588927819,0.997778991856566
"334","f__Bradyrhizobiaceae","HCC",4.07703799259435,0.0093822304419396,0.0716582705683879,0.130930182483061,0.89583053803306,0.997778991856566
"335","f__Brucellaceae","HCC",3.04101350222875,-0.000332275948527081,0.0828375238458754,-0.00401117673610454,0.9967995525939,0.997778991856566
"336","f__Hyphomicrobiaceae","HCC",2.02649690300239,-0.0174619379029189,0.101303270737251,-0.172372893548616,0.863144381015633,0.997778991856566
"337","f__Methylobacteriaceae","HCC",4.10111641773743,0.00876055768458513,0.0715188148449493,0.122493048907169,0.902508550706887,0.997778991856566
"338","f__Rhizobiaceae","HCC",3.0674617940953,-0.0442549416058334,0.0826398046240173,-0.535516048315677,0.592293063329311,0.997778991856566
"339","f__Acetobacteraceae","HCC",2.07701734740783,0.0107694154805514,0.100540351454649,0.107115355424325,0.914697465388208,0.997778991856566
"340","f__mitochondria","HCC",2.20701096966547,-0.254034686952602,0.0981852526993606,-2.58729982322748,0.00967313821032856,0.0437394075597465
"341","k__Bacteria_p__Proteobacteria_c__Alphaproteobacteria_o__Sphingomonadales_f__","HCC",2.03372086976979,0.0267538371575145,0.10116089436954,0.264468175417499,0.791419184384278,0.997778991856566
"342","f__Sphingomonadaceae","HCC",27.2121688340789,0.101549317616598,0.0708889566041428,1.43251251649348,0.151997198626531,0.439103018254422
"343","k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Burkholderiales_f__","HCC",2.03128969534736,0.00975826513146118,0.10120797181451,0.0964179496586075,0.923188636773204,0.997778991856566
"344","f__Alcaligenaceae","HCC",182.850538655683,-1.14166496125008,0.196545446967049,-5.8086563635406,6.29761970288008e-09,7.27724943443921e-08
"345","f__Burkholderiaceae","HCC",3.09636921431003,0.0361779570874211,0.0823219035275901,0.439469394379299,0.660321453775534,0.997778991856566
"346","f__Comamonadaceae","HCC",24.0169216062543,0.0572365977457462,0.0538933164151494,1.06203517528673,0.288219716794387,0.731093915771127
"347","f__Oxalobacteraceae","HCC",8.34680030173299,-0.0630736543525457,0.0503219323992856,-1.2534028672047,0.210059128547876,0.574898667604712
"348","k__Bacteria_p__Proteobacteria_c__Betaproteobacteria_o__Ellin6067_f__","HCC",1.04325542825836,-0.103043829276432,0.141427975633902,-0.728595801605542,0.466248947425173,0.997778991856566
"349","f__Neisseriaceae","HCC",2.01687462943252,-0.00328378516489792,0.101522004412224,-0.0323455509365664,0.974196483797677,0.997778991856566
"350","f__Rhodocyclaceae","HCC",9.06230637305572,-0.00502282108608705,0.0538373730204847,-0.0932961770659929,0.925668269097524,0.997778991856566
"351","f__Desulfovibrionaceae","HCC",2667.45578738381,0.633694815326514,0.186289228953192,3.40167179223088,0.000669750191560285,0.00386966777345943
"352","k__Bacteria_p__Proteobacteria_c__Deltaproteobacteria_o__GMD14H09_f__","HCC",1.02409354229259,-0.0352810987201729,0.142105929789186,-0.248273233724394,0.803923007173881,0.997778991856566
"353","f__Helicobacteraceae","HCC",1463.17781530282,-0.689209409095595,0.184523406089095,-3.73507851227729,0.00018765663260456,0.00121976811192964
"354","f__Enterobacteriaceae","HCC",927.515937947854,3.10358965523603,0.191180783042548,16.2337950804674,2.90904074248031e-59,7.56350593044882e-58
"355","f__Legionellaceae","HCC",3.07235227449713,0.0462971650752351,0.0828783269284926,0.558616067565895,0.576423771936744,0.997778991856566
"356","f__Endozoicimonaceae","HCC",4.04830141246968,-0.00361805352117996,0.071856233935434,-0.0503512823178423,0.959842458184035,0.997778991856566
"357","f__Pasteurellaceae","HCC",4.23637492592514,0.0843881055613483,0.0706064154387305,1.19519033839888,0.232012672511242,0.618700460029977
"358","f__Moraxellaceae","HCC",13.3514099744952,0.0114474698492945,0.0399499358091783,0.286545387806719,0.774460435651208,0.997778991856566
"359","f__Pseudomonadaceae","HCC",32.2712262623688,0.122457657418417,0.0513921233714533,2.38280984292698,0.0171810666935497,0.0711159442168176
"360","f__Xanthomonadaceae","HCC",10.7512593123121,0.00322127328349475,0.0455612933107782,0.0707019719901742,0.943634951346091,0.997778991856566
"361","f__Brachyspiraceae","HCC",2.15168365097877,0.0296962473880085,0.0987749369589681,0.300645571663028,0.763684777005118,0.997778991856566
"362","f__Anaeroplasmataceae","HCC",18.1746083359912,-3.19628640078924,0.177487038558338,-18.0085623533499,1.66907390542932e-72,5.78612287215497e-71
"363","f__Mycoplasmataceae","HCC",4.09746506631299,0.700240100945022,0.120264539455302,5.82249850302113,5.79743192740211e-09,7.27724943443921e-08
"364","k__Bacteria_p__Tenericutes_c__Mollicutes_o__RF39_f__","HCC",59.3228278487525,-0.553001460737211,0.123197033488921,-4.48875630424122,7.16401938637078e-06,5.73121550909662e-05
"365","f__F16","HCC",6.56739185005594,-0.332778806567013,0.103818803260019,-3.20538087627106,0.00134883865954957,0.00701396102965779
"366","f__Verrucomicrobiaceae","HCC",100.710259747263,0.61563224324265,0.236384811630477,2.60436463322789,0.00920447729063572,0.0435120744648234
"367","f__Deinococcaceae","T1d",2.19251864456246,-0.128519814819209,0.145000411297143,-0.886341036342576,0.375433782264829,0.715111966218722
"368","f__Thermaceae","T1d",5.59293393541444,-0.0444727148443713,0.135020365113298,-0.329377829833696,0.741870122972013,0.974666947390658
"369","f__Actinomycetaceae","T1d",2.03130565418962,-0.015544096276105,0.145354491242218,-0.106939222470961,0.914837196556829,0.974666947390658
"370","f__Brevibacteriaceae","T1d",2.101005636894,0.388346067216036,0.130609197362099,2.97334395325462,0.00294574148885198,0.0112218723384837
