"","OTU_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"2684","4407939","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__","T1d",4.84300721530756,-5.12472791807033,1.39148335357992,-3.68292434464684,0.000230573605635729,0.000878375640517062
"2685","136604","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",4.89441319345453,-1.74494387736909,0.660737510384154,-2.64090330872025,0.00826853136387565,0.0190459991539648
"2686","263171","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",0.457975013505477,-2.18222737897338,1.12797691544231,-1.93463833266274,0.0530346926381289,0.0909978640439744
"2687","188187","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",34.4906716762108,0.378910494312794,0.328492201637729,1.15348398660212,0.248711786572115,0.330926285667679
"2688","265011","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",1.42016609877895,-3.48699627659937,0.728229791979656,-4.78831862552636,1.68184470373703e-06,1.09834756162418e-05
"2689","4409730","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__","s__","T1d",70.7418898227975,0.0434884316929073,0.406789617979872,0.106906444438951,0.914863200571496,0.933831656085738
"2690","2506486","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","T1d",1.36348561191241,-3.20078631504731,0.537330234997237,-5.95683270096231,2.57173267153343e-09,3.1652094418873e-08
"2691","245324","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Adlercreutzia","s__","T1d",4.45307361585191,-0.113236259185156,0.248367585164358,-0.455922052429754,0.648446031056878,0.71800252573772
"2692","4401580","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__","T1d",2.47310662475801,0.67275177327735,0.364190598988837,1.84725189267714,0.0647106416622712,0.106739202741891
"2693","267478","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",0.859040255290525,0.231673331601745,0.641191724398003,0.361316783711232,0.717862648421485,0.778698466084323
"2694","3231096","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",38.6488054917076,-2.94616521834014,0.484579836934348,-6.07983451597738,1.20306645080559e-09,1.67383158372952e-08
"2695","4449518","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__","T1d",98.8979218477645,-1.28836287948544,0.309204119768053,-4.16670670640447,3.09031677909224e-05,0.000147597219299928
"2696","263992","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",1.5164151641422,-2.02939513412698,1.04537229166203,-1.94131330083416,0.0522202871822185,0.0898413542919888
"2697","10961","k__Bacteria","p__Proteobacteria","c__Epsilonproteobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter","s__","T1d",24.9068883975918,1.49134428074327,0.609526669344467,2.4467252308208,0.0144160693553361,0.029666509284293
"2698","275139","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",0.665990399756814,-2.51414183557452,1.58466876594187,-1.58654091606343,0.11261665820623,0.16958743823997
"2699","423455","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",1.61503776771924,-2.99151951934635,1.63368850150631,-1.8311443806993,0.0670789957996506,0.110078352081478
"2700","258232","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",25.4440149212574,0.797799700455634,0.275864513829357,2.89199828343682,0.00382800038409626,0.00972190573738732
"2701","331878","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",0.914076334140756,-1.85653020498322,0.968233501024028,-1.91744057917817,0.0551819831268103,0.0939267797903155
"2702","181719","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__","T1d",339.83148831241,-0.253002822065353,0.295209358358742,-0.857028460994454,0.391429155616809,0.475658353264247
"2703","297771","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__","T1d",20.2890303170642,-6.71594844947315,0.996995666796949,-6.73618619732772,1.62597900105845e-11,2.97321874479259e-10
"2704","4345268","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",2.84506761538845,-1.09932452558608,0.428353259481068,-2.56639701287173,0.0102761135708163,0.022600387234785
"2705","2797565","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__[Mogibacteriaceae]","g__","s__","T1d",4.38606899206348,0.6003641582689,0.355525804903827,1.68866549203455,0.0912835521987388,0.141114670065683
"2706","172161","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",2.99230092672762,-4.34671493648851,0.928685155305516,-4.68050437939706,2.86169997948489e-06,1.72781885553805e-05
"2707","4426641","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Allobaculum","s__","T1d",450.85713223721,1.04963672540346,0.351613905391327,2.98519685743166,0.002833958781696,0.00762072949699764
"2708","261590","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__","s__","T1d",100.871472829181,0.93201927146695,0.431204091658996,2.16143420133408,0.0306618145525727,0.0570452363768794
"2709","113542","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__","T1d",22.1338939882755,-0.96415953553778,0.504039053210262,-1.91286673006184,0.055765115723575,0.0940493778270993
"2710","180869","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__","T1d",1.27902648070468,-2.09607478259869,0.819853700243381,-2.55664490137259,0.0105687043523317,0.0230067033520147
"2711","162025","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",7.123571529479,-4.97480773109518,0.876196413357129,-5.6777312201431,1.36492959485119e-08,1.4559249011746e-07
"2712","267110","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",0.181950310386403,-1.14224827729836,3.90004667224958,-0.292880668691972,0.769613365414812,0.824254532291158
"2713","167509","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","T1d",1.05737648802254,-2.75129024984431,0.715225251205342,-3.84674652524875,0.000119696688224063,0.000500692029172552
"2714","271230","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",2.34434889696271,-4.05503007747049,1.66178529934551,-2.44016485105961,0.0146805609565348,0.0300828541519893
"2715","175416","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",13.1757034783236,0.289896437297454,0.338433235727022,0.856583830115556,0.391674925266028,0.475658353264247
"2716","268733","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__","s__","T1d",45.8391621217997,0.824239808853041,0.499881652596994,1.64886989664641,0.099174291520296,0.150763768581923
"2717","170926","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","T1d",0.89944290141534,-0.138963566640846,0.424730783330705,-0.327180350694397,0.743531481644316,0.803817817993855
"2718","232257","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","T1d",0.586598181291339,-0.548105053765114,0.806096240994924,-0.679949894182134,0.496536187740766,0.577767784447313
"2719","176691","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",19.0186939080818,-6.03129972243523,0.703008580557865,-8.5792690007413,9.54779544783997e-18,5.09215757218132e-16
"2720","49406","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",0.664437933134272,-2.49773572896314,1.65078897329053,-1.51305573842329,0.130265501254004,0.189943008689031
"2721","539647","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__","T1d",12.0469498188715,-2.08449034930628,0.477531718440156,-4.36513485662315,1.27044356172705e-05,6.91478576408409e-05
"2722","188973","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__","T1d",15.0155672294833,1.4382483410253,0.305543029412638,4.70718754013182,2.51157828687117e-06,1.57822857971393e-05
"2723","4462541","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",7.51783693298399,-3.31022466041507,0.643622357652728,-5.14311633375721,2.70218176961673e-07,2.05880515780322e-06
"2724","4469576","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",4.16793656546782,-2.42605590337635,0.65602681855898,-3.69810476453599,0.000217215241841073,0.000842531847141131
"2725","169106","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__","T1d",44.8366215733154,-2.31794931213809,0.519360758122011,-4.46308134738502,8.07893637640369e-06,4.457344207671e-05
"2726","176858","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus","T1d",5.89083973132537,-0.822665802276259,0.463248604461115,-1.77586245129274,0.0757555911908485,0.122482282577836
"2727","171532","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",2.47744342980129,-4.28559808966326,1.40707284292472,-3.04575424876746,0.00232097453797679,0.00651501624695239
"2728","273364","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",13.2063784123869,1.39380850665188,0.309110565048108,4.50909371679016,6.51051463285322e-06,3.72029407591612e-05
"2729","1802717","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",2.77277339725722,-3.92211199492257,0.938267553750629,-4.18016372754694,2.91299284090238e-05,0.0001412360165286
"2730","2216525","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__","T1d",1.79321277478986,-2.91474686259037,0.879266423292938,-3.31497574042958,0.00091651078174166,0.00286130195275445
"2731","258957","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",0.715764661431555,0.136254638351112,0.976348724935459,0.139555299117248,0.889011361030095,0.913270098008444
"2732","273967","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",8.60905947395094,3.97252802949405,0.365223263250807,10.8769852011481,1.48389834541582e-27,1.89938988213224e-25
"2733","174698","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",1.73481313244611,-3.39512626529716,1.12553894545664,-3.01644494755331,0.00255757655596718,0.00705538360266808
"2734","174126","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",94.4400902805281,0.29671808730827,0.41592646115837,0.713390743358571,0.47560399948158,0.55748454151687
"2735","163997","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",1.67348256814118,-0.131248888734411,0.570773923180987,-0.229948992769233,0.818131405482889,0.858112296168273
"2736","229455","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","T1d",11.953756323381,0.0305683620378777,0.32906130975003,0.0928956432498819,0.925986466965038,0.940684664853371
"2737","178480","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","T1d",8.78282349810164,-1.1797617768047,0.481917059730815,-2.44805979158257,0.0143627818722333,0.029666509284293
"2738","319134","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",0.355976184853771,-1.87265295367999,1.63569548950773,-1.14486648993791,0.252264467138066,0.33495696881403
"2739","258485","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",1.02675435345912,-2.95486965254044,0.694959580867814,-4.25185828627705,2.12004003655542e-05,0.000106836663259486
"2740","1765402","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__","T1d",5.2775000716361,-2.25046642957001,0.543465567673423,-4.14095494440293,3.45862898891262e-05,0.000162759011242947
"2741","194878","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",6.0388861688015,-5.24465024039196,0.882615473012072,-5.94216892945885,2.81275331527929e-09,3.39653230524292e-08
"2742","177068","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",36.7161017439001,-1.32168163924941,0.465463552815737,-2.83949544761161,0.00451849398326328,0.0112962349581582
"2743","267514","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__","T1d",5.15848751771352,0.378239952331562,0.330972379699328,1.14281425137401,0.253115720463035,0.335391430841289
"2744","259195","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","T1d",16.0141036325709,-0.148499824164259,0.245962856622993,-0.603748981464612,0.546010543573078,0.624716186347766
"2745","191445","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","T1d",0.667250987041008,2.75940831991565,0.748556015689414,3.68630838852354,0.000227530609958446,0.000877226448032565
"2746","303414","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",6.64469443056222,1.14000741662792,0.861694610744926,1.32298311073617,0.185840994470392,0.25856138361098
"2747","262654","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",1.05507332761707,-1.91850690605778,0.705294510927664,-2.72015005977346,0.0065252297101033,0.0156998008062636
"2748","801260","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",0.582975444907501,-1.54341109312028,1.91565817628215,-0.80568188637687,0.420426296404646,0.505775995674763
"2749","276236","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Allobaculum","s__","T1d",62.5120009565801,0.981544840678315,0.48546005927411,2.02188588314759,0.0431881424882139,0.0765662359901853
"2750","297580","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",21.4771718173306,-2.80803570372671,0.36126291635524,-7.77283129986553,7.67509309472272e-15,2.45602979031127e-13
"2751","265029","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",109.303712942115,0.125517222456895,0.511044443327106,0.245609210893142,0.805984758353699,0.851878763538097
"2752","1107461","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",0.356043666543199,-1.85013563896416,1.92887819502195,-0.959177019958541,0.337469575090764,0.42019557987955
"2753","97263","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","T1d",0.346946009463938,-1.76077993925932,2.28831954981774,-0.769464185803752,0.441617797606215,0.524950018540754
"2754","320169","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",11.7751142203736,-0.971235035598126,0.505938914950112,-1.91966857440467,0.054899776131297,0.0939267797903155
"2755","268720","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","T1d",9.46968090907673,0.311533967965905,0.422214974919063,0.737856273396331,0.460601792976751,0.542882407928399
"2756","197782","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","T1d",5.51105038899999,-3.34191814667366,0.5921853211257,-5.64336539163267,1.66757913831009e-08,1.74959122707943e-07
"2757","179616","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",42.8674390415817,-6.56973450088296,0.682320148470074,-9.62852191249794,6.05947906654924e-22,4.30896289176835e-20
"2758","463233","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",0.207442994674949,-1.27167582814924,1.30573830131041,-0.973913246531114,0.330099615969328,0.41262451996166
"2759","4403349","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","T1d",2.19747470127255,-2.53753472770601,0.468152086466993,-5.42032130382254,5.94920132794325e-08,5.28817895817178e-07
"2760","186122","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",4.19353501575473,0.233635449846528,0.387569116071598,0.602822671255797,0.546626663054296,0.624716186347766
"2761","176990","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",2.73486055480884,-4.2784968889464,0.880579680585236,-4.85872770321352,1.18142482618663e-06,7.87616550791085e-06
"2762","4374663","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__vaginalis","T1d",3.95932159102452,-3.28696865566,0.61330123223185,-5.35946853342927,8.34671298136064e-08,7.12252841076108e-07
"2763","1107303","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",4.15715233640773,0.288704386014747,0.51567926595168,0.55985261591223,0.575579971291298,0.649684623679772
"2764","4340153","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","T1d",1.15954622185309,-3.11660944050648,1.21034428325155,-2.57497761887536,0.0100246573167112,0.0221999331581147
"2765","174590","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",89.9022271490707,-1.32904870283018,0.393133495918894,-3.38065495977065,0.000723132869069944,0.00236125018471818
"2766","4448331","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__","T1d",39.4379777463012,-3.1821571533171,0.40287694496821,-7.89858340880786,2.82090983117057e-15,1.12836393246823e-13
"2767","10180","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__Aquamonas","s__haywardensis","T1d",9.72640992116144,-6.11122382209739,1.71267356070557,-3.56823621401603,0.000359392431412248,0.00129219750620134
"2768","174757","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",269.780037696695,0.997779318699723,0.29312283329524,3.40396313546389,0.000664157161979351,0.00221385720659784
"2769","199215","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",5.27327963794242,-5.14602804580636,0.98548816641908,-5.22180602584527,1.77186516440917e-07,1.41749213152733e-06
"2770","258725","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","T1d",32.2499474241728,0.34816668190598,0.36786164772687,0.946460942741404,0.343913534307566,0.424912474820158
"2771","228785","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Dehalobacteriaceae","g__Dehalobacterium","s__","T1d",1.24372045870996,-2.59747666391705,0.662765265162826,-3.91915026397606,8.88617034069227e-05,0.00038426682554345
"2772","194665","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","T1d",60.5337446333391,1.83258566283908,0.4229660693695,4.33270135727635,1.47290846509618e-05,7.79059022860791e-05
"2773","325918","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__","T1d",9.76989415590813,-2.42472918365645,0.495102885952202,-4.89742486350713,9.71007437582243e-07,6.68220172099608e-06
"2774","180972","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",10.015681860874,-5.18923747772884,0.681881354512033,-7.61017652615293,2.73721808013504e-14,7.29924821369344e-13
"2775","273954","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",2.94465961390392,1.6387007270106,0.383735272208282,4.2703937992991,1.95128120839142e-05,0.000100013024410861
"2776","2897332","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus","T1d",60.2381402605542,1.01087537532895,0.238194762245375,4.24390261901565,2.19665707064474e-05,0.000109079284668603
"2777","171617","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",6.34406778399229,-2.25316191132196,0.388310757645965,-5.80247100281531,6.53446972089487e-09,7.46796539530843e-08
"2778","178490","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",2.47759552420341,-0.432822606384006,0.619651532996746,-0.698493561842408,0.484868582775321,0.565238420721686
"2779","334328","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",0.250271698578981,-1.49033856861732,1.16778437663289,-1.27621040188469,0.201881152574656,0.276667960701884
"2780","26608","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__","T1d",1.45139642245893,-1.53284059331183,0.878797427841789,-1.74424792875906,0.0811158671345799,0.128709295660562
"2781","174573","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",493.752282285409,0.445450421889248,0.366284491706595,1.2161323560651,0.223934506648438,0.302358827542195
"2782","335330","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","T1d",4.21532466558006,-2.81321195803168,0.542749410984491,-5.1832611903324,2.18039356151466e-07,1.72278009798689e-06
"2783","170056","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus","T1d",17.8223547156141,0.874994498195832,0.26344837725904,3.3213129164029,0.000895950255752195,0.00281082433177159
"2784","953855","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__","T1d",4.95842198177907,-3.12090412472829,0.748648730032544,-4.16871624772893,3.06320050987354e-05,0.000147402129798426
"2785","192204","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",2.24616192514617,-0.959429231036063,0.55282188978048,-1.73551237527342,0.0826500914585555,0.130285858456836
"2786","180555","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__","T1d",5.98840974345479,1.86338355984645,0.398449683214535,4.67658436772596,2.91692623497673e-06,1.74470354241599e-05
"2787","177271","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","T1d",44.0553734288806,-0.665694010993598,0.348117514856024,-1.91226807783262,0.0558418180848402,0.0940493778270993
"2788","2897325","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Bilophila","s__","T1d",333.506901269922,-0.556961288322386,0.334943662923459,-1.66285065213986,0.0963423345388139,0.147863535023599
"2789","189387","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","T1d",0.417366098371838,-1.94949236160379,1.33091503810723,-1.46477596674862,0.142982050932548,0.20563710695917
"2790","233991","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",2.0769418713141,-2.093432884043,0.7048650866631,-2.96997670001435,0.00297822336988469,0.0078854112577347
"2791","180397","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","T1d",78.4804978641704,-1.2668346473973,0.553769603570008,-2.28765652580126,0.0221575313078159,0.0427133133644643
"2792","6693","k__Bacteria","p__Proteobacteria","c__Betaproteobacteria","o__Rhodocyclales","f__Rhodocyclaceae","g__Dechloromonas","s__","T1d",1.31560192888468,-1.45449300416698,1.09453745133604,-1.32886545123838,0.183892363872952,0.256731615635491
"2793","190547","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",0.613232488228677,-2.42248390229079,0.940223033923105,-2.57649920804739,0.00998064341292265,0.0221792075842725
"2794","173245","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",1.739812463276,0.872826694235956,0.7326787131138,1.19128163356424,0.233543041587781,0.312693612167741
"2795","4334624","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","T1d",9.81294274288996,1.01507542619314,0.421310066385477,2.4093310537337,0.0159817936066313,0.0324709457404572
"2796","162576","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","T1d",19.145290934533,-1.05227162888463,0.491355061029649,-2.14157075471974,0.0322280391956865,0.0594407639344073
"2797","1139897","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","T1d",1.24606244071739,3.27266011821841,1.74696119799967,1.87334448067061,0.0610208312962159,0.101437226050852
"2798","198194","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","T1d",27.9808509945583,0.247974890542571,0.224140370736668,1.10633746936157,0.268580479639839,0.351659862886121
"2799","198190","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Porphyromonadaceae","g__Parabacteroides","s__distasonis","T1d",3.33214956609361,-0.209151940823825,0.457855659362152,-0.456807591098031,0.64780934905374,0.71800252573772
"2800","262329","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Allobaculum","s__","T1d",108.145046882664,0.993303599505774,0.370263298301206,2.68269527134642,0.00730315021622949,0.0173111708829143
"2801","10512","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__","T1d",189.393058931765,-0.953192558938075,0.354023536856087,-2.69245533052101,0.00709280362799921,0.016938038514625
"2802","265940","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","T1d",11.1757299148853,0.373442078065078,0.531553201350644,0.702548826939966,0.48233696284272,0.564343064386364
