"","OTU_id","Kingdom","Phylum","Class","Order","Family","Genus","Species","Phenotype","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","276629","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",6.70429796469107,-1.4837281927303,0.307326673517626,-4.82785361826138,1.38012477503565e-06,9.49404515573975e-06
"2","4306262","k__Bacteria","p__Verrucomicrobia","c__Verrucomicrobiae","o__Verrucomicrobiales","f__Verrucomicrobiaceae","g__Akkermansia","s__muciniphila","no_IgA",108.401026046474,-2.53978404372107,0.412972902552914,-6.1500016781262,7.74821271278443e-10,9.15166256264727e-09
"3","181348","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__","no_IgA",10.4116014057161,-0.0220409888434487,0.215268850392305,-0.102388194126932,0.918448554145524,0.948760387615673
"4","184451","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",774.575546485226,0.686405627274055,0.278114665022512,2.468067001136,0.0135844890167557,0.0322117050170041
"5","3957916","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",24.6547054571512,-0.493799076930946,0.236664839666363,-2.08649108007373,0.0369341623619868,0.0744227111804771
"6","193680","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",1.29211880756506,-2.26781171523074,0.70781767467002,-3.20394897780417,0.00135556497312752,0.00446622985883069
"7","831301","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__","no_IgA",0.497771058841931,1.06807527855319,0.872071594132746,1.22475641419712,0.220667011536687,0.330472605794177
"8","4454531","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__","no_IgA",3.50213189667635,2.81875175024084,1.2116448560565,2.32638444850494,0.0199980505073015,0.0453578971651114
"9","180362","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",16.3326971166246,1.34942749422853,0.278395873995286,4.84715335347023,1.25245612539074e-06,8.71152816105118e-06
"10","258522","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",216.533638536019,0.369807071766735,0.296800473995452,1.24597871017013,0.21277221134341,0.320952781448132
"11","2949328","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__","no_IgA",0.465997382259066,-1.10545967632934,1.45468624160615,-0.759929973015198,0.447296444255877,0.566403145560769
"12","335965","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",3.13215348092744,-2.91609425716663,0.462476485481626,-6.30538924401699,2.87470512237576e-10,3.67258246246373e-09
"13","4405128","k__Bacteria","p__Cyanobacteria","c__4C0d-2","o__YS2","f__","g__","s__","no_IgA",0.829875839891873,-2.16768405672926,0.959649275724925,-2.25882946151528,0.0238939951394016,0.0521172158789736
"14","3265889","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",6.14754114071792,-2.1048886648811,0.697247712653999,-3.01885345291284,0.00253733234427876,0.00782448299270199
"15","1107652","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__","no_IgA",4.28385481259092,-1.82093582539112,0.300155628280929,-6.06663894933474,1.30614728929818e-09,1.48663309654665e-08
"16","262633","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus","no_IgA",306.960309926634,0.925592016180945,0.284227559180648,3.25651748496585,0.00112787983592466,0.00380669837606265
"17","190026","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__AF12","s__","no_IgA",135.745490359798,0.0743607106793636,0.251652060963361,0.295490171607178,0.767619459259856,0.835161040800226
"18","178959","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","no_IgA",38.850308004913,0.0476918446733025,0.262991172978696,0.181343898858407,0.85609765088999,0.904727426051043
"19","4476780","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__","no_IgA",0.339471850857639,-0.599508708540882,0.921336742113862,-0.650694454196414,0.515243743854762,0.620274199332848
"20","236142","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__","no_IgA",5.83555154930197,1.32582444416994,1.87573720140292,0.706828463591976,0.479673083842263,0.589931926297164
"21","1111328","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",1.5587070599582,0.224386728583187,0.66138376867225,0.339268574784729,0.734407413923716,0.805147182340186
"22","1028632","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__","no_IgA",2.7296161466561,3.61354039295653,1.27959677876362,2.82396802877859,0.00474331161163466,0.0130806743122612
"23","182061","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","no_IgA",2.27215209773992,0.0577550183642486,0.275505829287315,0.209632654647093,0.833954391168075,0.886342018457072
"24","187535","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",3.55557956775237,-2.21288627641887,0.859223744836035,-2.5754482341979,0.0100110257398955,0.0249677375026875
"25","4438545","k__Bacteria","p__Proteobacteria","c__Alphaproteobacteria","o__Sphingomonadales","f__Sphingomonadaceae","g__","s__","no_IgA",1.60448000963545,-1.85140355904891,0.959666074211595,-1.92921643142373,0.0537039991399461,0.100354338691362
"26","325126","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__","no_IgA",1.28730262956786,-0.202701206516084,0.409305302220951,-0.495232300720752,0.620436152492562,0.719246354556193
"27","199307","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","no_IgA",3.34659729204336,-0.733329129345205,0.340979748863639,-2.15065302789718,0.0315035964696582,0.0657375046333534
"28","199067","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",16.0614130451543,0.0978461301832697,0.212316933601716,0.46084939398578,0.644906661156126,0.73939847964054
"29","181589","k__Bacteria","p__Firmicutes","c__Bacilli","o__Bacillales","f__Staphylococcaceae","g__Staphylococcus","s__equorum","no_IgA",1.34672367011337,0.521979553154718,0.858837313222895,0.607774656641227,0.543336940116485,0.646632936336349
"30","3472078","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__","no_IgA",2.6022309933751,1.75424345969996,0.538819371062576,3.25571713622789,0.00113106373474066,0.00380669837606265
"31","134762","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",11.4259127266728,-1.35612284706477,0.357273128303996,-3.79575943341275,0.000147192178336816,0.00062258313269491
"32","207284","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",107.887948138107,-0.742275079137728,0.190788926011771,-3.89055641044875,0.000100014622124104,0.000437826247899922
"33","263518","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__","s__","no_IgA",38.0363214689097,-0.0561313054754394,0.233296250517325,-0.24060097558778,0.809864393983691,0.86723671485849
"34","273376","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",0.590812519334386,-1.8530654978895,1.02552084731295,-1.8069505878353,0.0707699838616141,0.126577171135344
"35","4327881","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",0.722182520865235,-2.19258657489852,1.20185102794526,-1.82434139000327,0.0681004767201807,0.12285561506292
"36","262917","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",5.78263971519831,1.58717342397639,0.550733209660871,2.88192793921713,0.00395250114204752,0.011298016963113
"37","228330","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__flavefaciens","no_IgA",0.329874917430363,-1.17517778039559,1.60181687515671,-0.733653015286544,0.463160240981136,0.577566356283249
"38","4421276","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",0.335206944826604,-0.753675507715215,0.864019788897993,-0.872289636648814,0.383050389791728,0.50802869493564
"39","4407939","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__","no_IgA",4.02131007162615,3.20729834383559,1.11694632715586,2.87148833015327,0.00408543866343714,0.011624930015053
"40","136604","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",5.22964502826231,-0.440407869859784,0.531409437917403,-0.828754324698758,0.407243438754514,0.532222114113415
"41","263171","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",0.457975013505477,-1.57843754701798,0.896143335957405,-1.76136727651011,0.0781762599017585,0.137854475207045
"42","188187","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",34.4906716762108,-0.382678919963776,0.264653011105618,-1.44596473081901,0.148187094402336,0.237250949094276
"43","265011","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",1.42016609877895,0.142087940019427,0.586307985188587,0.242343518438904,0.808513995718393,0.86723671485849
"44","4409730","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__","s__","no_IgA",70.7418898227975,0.934582530891695,0.322996422593753,2.89347641496067,0.00381002903599281,0.0109407255804197
"45","2506486","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","no_IgA",1.36348561191241,-1.90802470142765,0.423142505436073,-4.50917758654693,6.50794162174535e-06,3.70361041382963e-05
"46","245324","k__Bacteria","p__Actinobacteria","c__Coriobacteriia","o__Coriobacteriales","f__Coriobacteriaceae","g__Adlercreutzia","s__","no_IgA",4.45307361585191,0.00729793625871905,0.204970280303571,0.0356048508491595,0.971597440357574,0.977845655408105
"47","4401580","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__","no_IgA",2.47310662475801,-1.09553195299058,0.310131459135888,-3.53247605400313,0.000411687508785224,0.00157144134450945
"48","267478","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",0.859040255290525,1.66341116147023,0.491877736395231,3.38175737259565,0.000720237281240176,0.00257639164603629
"49","3231096","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",33.8649154427379,-4.20744594917034,0.376115699963879,-11.1865735718408,4.74414171209926e-29,9.89944237258046e-27
"50","4449518","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Rikenellaceae","g__","s__","no_IgA",98.8979218477645,-0.518591835481824,0.250425080553609,-2.07084623606943,0.0383731678262529,0.0769923174975458
"51","263992","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",1.56390236424061,-2.67715570508534,0.808967933403485,-3.30934712556779,0.000935138185046201,0.00328874440358945
"52","10961","k__Bacteria","p__Proteobacteria","c__Epsilonproteobacteria","o__Campylobacterales","f__Helicobacteraceae","g__Helicobacter","s__","no_IgA",22.2566015117141,-2.03259379653883,0.480882957170534,-4.22679524451937,2.37043183274924e-05,0.000117769073595319
"53","275139","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",0.665990399756814,-2.05075641858401,1.26136696932065,-1.62582061244914,0.103987822122958,0.175461931668388
"54","423455","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",1.61503776771924,-3.21192259846476,1.28206839094741,-2.50526619417802,0.0122359265849326,0.0295219885561736
"55","258232","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",25.4440149212574,1.04947977596263,0.218212421877598,4.80944103425658,1.51352934185439e-06,1.02985800869658e-05
"56","331878","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",0.914076334140756,-0.552940277200427,0.776704360242409,-0.71190572050845,0.476523159554942,0.587211610002744
"57","181719","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__Bacteroidaceae","g__Bacteroides","s__","no_IgA",339.83148831241,-0.277494779259481,0.236548658460984,-1.17309808926797,0.240756472665373,0.354620122090644
"58","297771","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__","no_IgA",17.9553566912377,0.735163628824402,0.805875106011136,0.912255042178016,0.361634474870632,0.48476055946256
"59","4345268","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",2.84506761538845,-0.836216362532025,0.346934070348629,-2.41030338038499,0.0159392601434149,0.0372312569021558
"60","2797565","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__[Mogibacteriaceae]","g__","s__","no_IgA",4.38606899206348,0.319340338777937,0.291654844178084,1.09492554350631,0.273549257339447,0.39007251729953
"61","172161","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",2.99230092672762,-1.11988367013409,0.753992993584778,-1.48527065856371,0.13747214113027,0.22294704753251
"62","4426641","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Allobaculum","s__","no_IgA",450.85713223721,-0.281473524475766,0.284124911807097,-0.990668233508749,0.32184760741656,0.443781062208737
"63","261590","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Peptostreptococcaceae","g__","s__","no_IgA",85.3905843247221,-0.23090220332347,0.338530904724069,-0.682071267648886,0.495193887712275,0.60309605779744
"64","113542","k__Bacteria","p__Proteobacteria","c__Deltaproteobacteria","o__Desulfovibrionales","f__Desulfovibrionaceae","g__Desulfovibrio","s__","no_IgA",22.9233183484766,2.39962517592454,0.382032762060712,6.28120259367492,3.35963992523351e-10,4.20626918639235e-09
"65","180869","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__","no_IgA",1.27902648070468,0.686856116809801,0.646592662442894,1.06227019993513,0.288113038802309,0.407130388917032
"66","162025","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",6.93406599922741,-4.66589686249666,0.681620698330202,-6.84529808723082,7.63167904470232e-12,1.22498232871376e-10
"67","167509","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","no_IgA",0.778195606528803,0.486197759514293,0.54075528616862,0.899108657742618,0.368594786998267,0.491983660257814
"68","271230","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",2.51197401035316,5.17731964814564,1.11741456960292,4.6333024367003,3.59878191772106e-06,2.18722085484795e-05
"69","175416","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",13.1757034783236,0.553754494065226,0.271758900593543,2.0376682892659,0.0415831175399991,0.0821168188644777
"70","268733","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Clostridiaceae","g__","s__","no_IgA",37.3009786021602,0.0459393678125902,0.390521089909308,0.11763607395252,0.906356020501114,0.941801306786351
"71","170926","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","no_IgA",0.89944290141534,-0.0844073258887064,0.346884396225003,-0.243329843623051,0.807749887150243,0.86723671485849
"72","232257","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","no_IgA",0.586598181291339,-1.23572650065707,0.636943321450328,-1.94008863746826,0.0523689186655683,0.0984472765304678
"73","176691","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",14.1362513295026,-0.513729313125834,0.553126576370162,-0.928773512379629,0.353006474207208,0.47935369382584
"74","49406","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",0.664437933134272,-1.59981182707514,1.32730593241027,-1.20530752406871,0.228084606061503,0.340596456410352
"75","539647","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__","no_IgA",8.70274914857038,-0.309205310973331,0.366902124884611,-0.842746034982967,0.399370495016682,0.525222541765636
"76","188973","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__","no_IgA",13.4966793718071,0.100602935614129,0.24630725658523,0.408444870885555,0.682947096529869,0.766173624422397
"77","4462541","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",8.30903987925444,-4.72045782628323,0.501806691440733,-9.4069248314134,5.10864495645632e-21,2.66500978561805e-19
"78","4469576","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",4.25211444692332,-2.94893072699794,0.519273535342152,-5.67895439742539,1.3552060075422e-08,1.22950574017596e-07
"79","169106","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__","no_IgA",50.3738120298861,1.8140583872697,0.415973005957777,4.36100026032419,1.29469212557612e-05,6.98687302250562e-05
"80","176858","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__[Ruminococcus]","s__gnavus","no_IgA",6.07391576359725,-3.74352752119636,0.373820710639474,-10.0142325308636,1.31982271217727e-23,1.03276127227871e-21
"81","171532","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",2.15395547926978,-2.26080821091466,1.1400845709528,-1.98301798701236,0.0473654204202653,0.0909532306229634
"82","273364","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",13.2063784123869,0.20242703572596,0.258764374831461,0.782283248448732,0.434048129358818,0.554518630568612
"83","1802717","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",6.10570624326337,4.78230819000171,0.683546417045733,6.99631812960223,2.62776496402029e-12,4.6804022678671e-11
"84","2216525","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__","s__","no_IgA",1.79321277478986,0.763613642359612,0.699320994303431,1.09193581857244,0.274861312563171,0.391052685601239
"85","258957","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",0.715764661431555,0.0361531429842722,0.786202649403944,0.0459845092250472,0.963322596695766,0.973853373621399
"86","273967","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",5.86306386665489,-0.0495281266666278,0.349457583602566,-0.141728578776403,0.887294400202493,0.930395803227404
"87","174698","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",1.73481313244611,-3.00342213236556,0.886377478062789,-3.38842333734567,0.000702956765196922,0.00254364702319811
"88","174126","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",94.4400902805281,0.932310374396053,0.330840366055984,2.81800671880012,0.00483227986474876,0.013267575418126
"89","163997","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",1.8239444654944,-0.875707401392819,0.469623976925945,-1.8646990878213,0.0622235947140004,0.11389464997358
"90","229455","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","no_IgA",11.953756323381,-0.128707071677976,0.266624517108558,-0.482727819158403,0.629289007844116,0.725803699362573
"91","178480","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","no_IgA",8.78282349810164,-0.813697997979888,0.389083369264241,-2.09132042708121,0.0364993498920073,0.0739436667715099
"92","319134","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",0.283829413087559,-0.802822892489836,1.33595115210937,-0.600937310636124,0.547881741282566,0.650804497235078
"93","258485","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",1.02675435345912,-0.670568712116205,0.561414522503854,-1.1944270859356,0.232310946827478,0.344612921123225
"94","1765402","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__","no_IgA",3.98104035127413,0.306825666056271,0.413716904871993,0.741631928603945,0.458310373135376,0.574954496157806
"95","194878","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",4.70606437544191,-1.35906060940409,0.72145154355112,-1.88378640471755,0.0595938732520451,0.109722837222883
"96","177068","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",36.7161017439001,0.842581974417693,0.372905383646136,2.25950606070426,0.0238519237342698,0.0521172158789736
"97","267514","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__Coprococcus","s__","no_IgA",5.15848751771352,-1.29870338437633,0.272104899955151,-4.77280410823321,1.81678481533348e-06,1.17248174680284e-05
"98","259195","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","no_IgA",16.0141036325709,-0.486932178982485,0.199399847892658,-2.44198871828936,0.0146066030738984,0.0343749380611294
"99","191445","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","no_IgA",0.667250987041008,1.49334306676692,0.657674026385205,2.27064321663246,0.0231685850504341,0.0512492376027271
"100","303414","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",6.64469443056222,3.20693191175049,0.635378612500263,5.04727708591099,4.48151174747893e-07,3.59670045374591e-06
"101","262654","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",1.05507332761707,-2.67350309898774,0.54075277741736,-4.94403951424237,7.65201831372612e-07,5.84166276145433e-06
"102","801260","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",0.461918114572705,2.22664296292377,1.51612494986514,1.46864080241001,0.141930241676223,0.228990544560091
"103","276236","k__Bacteria","p__Firmicutes","c__Erysipelotrichi","o__Erysipelotrichales","f__Erysipelotrichaceae","g__Allobaculum","s__","no_IgA",52.2041099516192,-1.5772036766227,0.377458117206741,-4.17848657831046,2.93455310821111e-05,0.000142405445406214
"104","297580","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",22.0605948445719,-0.6295503619617,0.297387250582148,-2.11693796801755,0.0342651127868401,0.0700979104724245
"105","265029","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",109.303712942115,-0.257235550991603,0.409654864958109,-0.627932371846499,0.530048243424314,0.635651724872836
"106","1107461","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",0.356043666543199,-1.28252208440104,1.53839093053311,-0.833677616622841,0.404462674678898,0.529693795709185
"107","97263","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","no_IgA",0.346946009463938,-1.27195544118866,1.8228774785112,-0.697773413837722,0.48531890807321,0.594539405976182
"108","320169","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",12.3980812687972,0.161975888657931,0.411101732395614,0.394004393301991,0.693577795676909,0.772138018369925
"109","268720","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Ruminococcus","s__","no_IgA",9.46968090907673,0.31121253225605,0.340671261652597,0.913527401009282,0.360965229176135,0.48476055946256
"110","197782","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","no_IgA",5.0387940211127,-2.09351909667867,0.462977582847335,-4.52185845328283,6.12990467864518e-06,3.55307437854804e-05
"111","179616","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",35.5255202075535,-0.267719867640211,0.544655125915186,-0.491540159821981,0.623044455211896,0.720934988840382
"112","4403349","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__Oscillospira","s__","no_IgA",2.02312608113138,-0.262362934657787,0.348663525704574,-0.752481734725788,0.451761410008746,0.569583700953852
"113","186122","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Lachnospiraceae","g__","s__","no_IgA",4.19353501575473,-0.26024329014265,0.317868237877458,-0.818714357497324,0.412949403146473,0.536320179190232
"114","176990","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",2.62645589945906,-2.80573629773064,0.703248111721255,-3.98968195003521,6.61619506618467e-05,0.000303245581721255
"115","4374663","k__Bacteria","p__Firmicutes","c__Bacilli","o__Lactobacillales","f__Lactobacillaceae","g__Lactobacillus","s__vaginalis","no_IgA",3.95932159102452,0.945028550829551,0.471338216867084,2.00499029573926,0.0449640844916489,0.0876869685101938
"116","1107303","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__","g__","s__","no_IgA",4.15715233640773,-0.461785361368179,0.419663786578668,-1.10036981063558,0.27117102656068,0.387564069924624
"117","4340153","k__Bacteria","p__Firmicutes","c__Clostridia","o__Clostridiales","f__Ruminococcaceae","g__","s__","no_IgA",1.35431542065789,3.46970394657879,0.869827984630177,3.98895414712829,6.63652471179105e-05,0.000303245581721255
"118","174590","k__Bacteria","p__Bacteroidetes","c__Bacteroidia","o__Bacteroidales","f__S24-7","g__","s__","no_IgA",89.9022271490707,0.130151602280751,0.317631018657658,0.409757217134477,0.6819840530132,0.766173624422397
"119","4448331","k__Bacteria","p__Proteobacteria","c__Gammaproteobacteria","o__Enterobacteriales","f__Enterobacteriaceae","g__","s__","no_IgA",39.6536006287547,1.45538454943496,0.32166059997666,4.52459688734202,6.05107281684728e-06,3.54016035826766e-05
