sample_id	NASH	HCC	obes	adenomas	T1d
10856.E19L.feces.47w.HFD.CD8kMup.1.1	True	True	False	False	False
10856.E18L.feces.26w.HFD.IgAkCLM.1.18	False	False	True	False	False
10856.E42L.feces.51w.HFD.CD8kMup.2.13	True	True	False	False	False
10856.E45L.feces.22w.STAM.FVB.WT.1.1	True	True	False	False	False
10856.E42L.feces.49w.HFD.CD8kMup.6.17	True	True	False	False	False
10856.E26L.feces.50w.NC.IgAK.CLM.2.22	False	False	False	False	False
10856.B6.Ighel.MD4.Feces.21w.NC.5.49	False	False	False	False	False
10856.E27L.feces.50w.NC.CD8kMUp.1.23	True	False	False	True	False
10856.E36L.feces.27w.NC.CD8kMup.1.27	True	False	False	False	False
10856.E24L.feces.49w.HFD.IgAkCLM.4.5	False	False	True	False	False
10856.E9L.feces.NC.CLM.Mup.6	True	False	False	True	False
10856.FVB.JH.Feces.9w.NC.6.27	False	False	False	False	False
10856.E20L.feces.45w.HFD.IgAkMup.4.8	True	True	False	False	False
10856.E42L.feces.47w.ANB.HFD.CD8kMup.2.2	True	True	True	False	False
10856.E15L.feces.45w.HFD.IgAMup.5.18	True	True	False	False	False
10856.E29L.feces.30w.HFD.CD8kCLM.1.4	False	False	True	False	False
10856.E5La.feces.27wAntibiotic.HFD.IgAMup.23	True	False	True	False	False
10856.E5La.feces.27wAntibiotic.HFD.IgAMup.24	True	False	True	False	False
10856.E18L.feces.27w.NC.IgAkCLM.3.22	False	False	False	False	False
10856.E47L.feces.20w.STAM.FVB.B.TGFbR.3.18	True	True	False	False	True
10856.E25L.feces.48w.HFD.CD8kMup.8.12	True	True	False	False	False
10856.E18L.feces.23w.NC.IgAkMup.5.29	False	False	False	False	False
10856.FVB.B.TGFbR.Feces.11w.NC.6.43	False	False	False	False	False
10856.E42L.feces.49w.HFD.CD8kMup.4.15	True	True	False	False	False
10856.E18L.feces.27w.NC.IgAkCLM.2.21	False	False	False	False	False
10856.E38L.feces.50w.NC.MupHe.2.15	True	False	False	True	False
10856.E15L.feces.45w.HFD.IgACLM.3.9	False	False	True	False	False
10856.E15L.feces.45w.HFD.IgACLM.1.5	False	False	True	False	False
10856.E51L.Col.Fe.49w.HFD.MupHe.3.3	True	True	True	False	False
10856.E22L.feces.26w.HFD.IgAkMup.3.9	True	False	True	False	False
10856.BLANK1.1A	False	False	False	False	False
10856.E27L.feces.28w.HFD.IgAkMup.2.2	True	False	True	False	False
10856.BLANK1.1B	False	False	False	False	False
10856.BLANK5.12A	False	False	False	False	False
10856.BLANK5.12C	False	False	False	False	False
10856.BLANK5.12D	False	False	False	False	False
10856.BLANK5.12E	False	False	False	False	False
10856.BLANK5.12F	False	False	False	False	False
10856.E26L.feces.27w.NC.B6.CR.2.29	False	False	False	False	False
10856.E24L.feces.49w.HFD.IgAkCLM.6.9	False	False	True	False	False
10856.E15L.feces.44w.HFD.IgAMup.7.22	True	True	False	False	False
10856.BLANK4.2F	False	False	False	False	False
10856.E47L.feces.20w.STAM.FVB.IgAk.1.9	True	True	False	False	True
10856.E15L.feces.44w.HFD.IgACLM.9.23	False	False	True	False	False
10856.E15L.feces.45w.HFD.MupHe.1.2	True	True	True	False	False
10856.E15L.feces.45w.HFD.MupHe.1.1	True	True	True	False	False
10856.E41L.feces.20w.STAM.FVB.IgAk.3.10	True	True	False	False	True
10856.E40L.feces.50w.HFD.B6.3.3	False	False	True	False	False
10856.E30L.feces.47w.HFD.CD4HeCLM.1.3	False	False	True	False	False
10856.E18L.feces.51w.ANB.HFD.IgAkMup.5.9	True	True	True	False	False
10856.E25L.feces.48w.HFD.CD8kMup.7.11	True	True	False	False	False
10856.E36L.feces.50w.NC.CD8kCLM.2.25	False	False	False	False	False
10856.E18L.feces.51w.ANB.HFD.IgAkMup.3.7	True	True	True	False	False
10856.E40L.feces.47w.NC.B6.1.4	False	False	False	False	False
10856.E23La.feces.51w.ctrl.HFD.MupHe.1.4	True	True	True	False	False
10856.E5La.feces.27wAntibiotic.HFD.MupHe.8	True	False	True	False	False
10856.E26L.feces.27w.HFD.Muphe.3.27	True	False	True	False	False
10856.E51L.Col.Fe.49w.HFD.MupHe.2.2	True	True	True	False	False
10856.E24L.feces.50w.HFD.IgAkCLM.2.3	False	False	True	False	False
10856.E43L.feces.51w.HFD.IgMkMup.1.6	True	True	True	False	False
10856.E38L.feces.25w.NC.MupHe.3.20	True	False	False	False	False
10856.E24L.feces.49w.HFD.IgAkMup.3.8	True	True	False	False	False
10856.FVB.B.TGFbR.Feces.10w.NC.1.37	False	False	False	False	False
10856.Ex3.HFD.11.feces.Mup.IgA..7	False	False	True	False	False
10856.E15L.feces.45w.HFD.IgACLM.7.16	False	False	True	False	False
10856.B6.IgAK.Feces.5w.NC.5.14	False	False	False	False	False
10856.E38L.feces.25w.NC.MupHe.2.19	True	False	False	False	False
10856.E41L.feces.19w.STAM.B6.TGFbff.WT.2.15.FVB	True	True	False	False	True
10856.E36L.feces.50w.NC.CD8kMup.1.22	True	False	False	True	False
10856.E17L.feces.42w.HFD.CD4HeMup.4.13	True	True	True	False	False
10856.FVB.IgAK.Feces.16w.NC.5.34	False	False	False	False	False
10856.E4L.HFD.feces.oxpluspdl1.MupHe.3	False	True	False	False	False
10856.E52L.Col.Fe.49w.HFD.RagkMup.2.6	True	True	True	False	False
10856.Ex3.NoHFD.10.feces.MupHe.13	True	False	False	True	False
10856.E4L.HFD.feces.oxpluspdl1.MupHe.7	False	True	False	False	False
10856.E23Lb.feces.50w.ctrl.HFD.IgAkMup.2.21	True	True	False	False	False
10856.E55L.L.25w.STAM.B6.CD8k.3.8	True	True	False	False	True
10856.E47L.feces.20w.STAM.FVB.IgAk.5.13	True	True	False	False	True
10856.E47L.feces.20w.STAM.FVB.TGFbRff.1.15	True	True	False	False	True
10856.E49L.feces.25w.STAM.B6.Ighel.MD4.1.15	True	True	False	False	True
10856.E29L.feces.32w.HFD.B6wt.2.2	False	False	True	False	False
10856.E14L.feces.39w.HFD.IgMk.MupHe.2.17	True	True	True	False	False
10856.E24L.feces.48w.HFD.IgAkMup.10.18	True	True	False	False	False
10856.E49L.feces.26w.STAM.B6.PIGRK.3.3	True	True	False	False	True
10856.E40L.feces.50w.HFD.B6.1.1	False	False	True	False	False
10856.E24L.feces.49w.HFD.IgAkCLM.8.14	False	False	True	False	False
10856.E47L.feces.26w.STAM.B6.WT.4.4	True	True	False	False	True
10856.E18L.feces.27w.NC.IgAkCLM.4.23	False	False	False	False	False
10856.E26L.feces.34w.HFD.B6.2.35	False	False	True	False	False
10856.E49L.feces.26w.STAM.B6.PIGRK.1.1	True	True	False	False	True
10856.E14L.feces.38w.ANB.HFD.IgAk.MupHe.3.13	True	True	True	False	False
10856.E47L.feces.26w.STAM.B6.WT.2.2	True	True	False	False	True
10856.E42L.feces.46w.ANB.HFD.CD8kMup.7.8	True	True	True	False	False
10856.E42L.feces.46w.ANB.HFD.CD8kMup.5.5	True	True	True	False	False
10856.E55L.L.25w.STAM.B6.CD8k.1.6	True	True	False	False	True
10856.E55L.L.25w.STAM.B6.CD8k.2.7	True	True	False	False	True
10856.E55L.L.25w.STAM.B6.CD8k.4.9	True	True	False	False	True
10856.E51L.SI.Fe.47w.HFD.CD8kMup.3.10	True	True	True	False	False
10856.E51L.SI.Fe.47w.HFD.CD8kMup.4.11	True	True	True	False	False
10856.E51L.SI.Fe.48w.HFD.IgAkMup.1.4	True	True	True	False	False
10856.E51L.SI.Fe.48w.HFD.IgAkMup.2.5	True	True	True	False	False
10856.E51L.SI.Fe.48w.HFD.IgAkMup.3.6	True	True	True	False	False
10856.E51L.SI.Fe.48w.HFD.IgAkMup.4.7	True	True	True	False	False
10856.E51L.SI.Fe.49w.HFD.MupHe.1.1	True	True	True	False	False
10856.E51L.SI.Fe.49w.HFD.MupHe.2.2	True	True	True	False	False
10856.E51L.SI.Fe.49w.HFD.MupHe.3.3	True	True	True	False	False
10856.E51L.SI.Fe.51w.HFD.CD8kMup.1.8	True	True	True	False	False
10856.E51L.SI.Fe.51w.HFD.CD8kMup.2.9	True	True	True	False	False
